n_days,total_return,ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,downside_dev,var_95,cvar_95,skew,kurtosis,omega,hit_ratio,alpha,beta,r2,info_ratio,bench_ann_return,bench_sharpe,bench_max_drawdown,excess_ann_return,turnover_mean,rebalances_per_year,turnover_ann,holdings_mean,eff_holdings_mean,hhi_mean,top5_weight_mean,max_weight_mean,ann_return_gross,ann_vol_gross,sharpe_gross,max_drawdown_gross,cvar_95_gross,total_return_gross,cost_drag_ann,experiment,group,n_folds,bench_ann_vol
2081,0.8064859100811101,0.07424055601730006,0.24786269920925977,0.2995229062466635,0.3060461031539251,-0.5150852292281223,0.14413256642702177,0.17066204054097536,0.02374171004588608,0.034253074928359946,-0.03119569300421455,5.65218015057833,1.0737303151075817,0.5050456511292648,0.07316539485745138,0.9204076122276844,0.5208342474842267,0.41006425488631293,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.06135634284731628,0.8084296218344306,12.472849591542527,10.083421078488456,14.533980582524272,10.959355239355409,0.09150993596313411,0.501948008156233,0.10228911488447805,0.10724798559934312,0.24779022651296573,0.43281765834186897,-0.463915708271485,0.034142742428499684,1.3193781713561181,0.03300742958204306,ent010_rnn,e2e,3,0.19434829714965896
2081,0.32320739394125586,0.03449550780607602,0.17056015574366976,0.2022483366978064,0.20844248689433395,-0.3948563782960288,0.08736216432652964,0.11704843765533178,0.0158792005816423,0.023738816682796645,0.19367846604005376,9.767598843066196,1.0517438146595437,0.4997597308986064,0.02937123712193146,0.6014752897641461,0.46972307121532764,0.11434574840304634,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.021611294636092238,0.44915473994894084,12.472849591542527,5.6022395147115365,18.92233009708738,12.209843961624838,0.08379072064925766,0.493199985034594,0.10000613905821853,0.052009935273183316,0.17065977240023766,0.30475802552465425,-0.3759793701552483,0.023677902827329518,0.5199820239580557,0.017514427467107296,ent050_lstm,e2e,3,0.19434829714965896
2081,0.2663911612967591,0.029012192477811727,0.17254765321409524,0.1681401742497982,0.17076760738239496,-0.38885351854518757,0.07460956656983496,0.12027660767371205,0.016340633293572892,0.024253367124452994,-0.03922446149579756,8.511590555072043,1.0451789395298878,0.4987986544930322,0.022435942991430886,0.6640840244335763,0.5594862673255057,0.08941270569689462,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.016127979307827944,0.5305070049956478,12.472849591542527,6.616934080570416,15.407766990291263,11.35393132279016,0.08833718776021113,0.4993212131849503,0.10000422240162801,0.04963818682653698,0.1725651990084586,0.2876488835046276,-0.3770891405577368,0.024174537864274117,0.4919142619649808,0.02062599434872525,ent020_lstm,e2e,3,0.19434829714965896
2081,0.29598187397959386,0.03189435756857373,0.2108825614049972,0.15124227131953805,0.15303352850711915,-0.5777151647648024,0.05520775550622504,0.14832403524616958,0.019491392481589986,0.030906420483438533,-0.14373988195453613,6.353108566762866,1.0462347325424854,0.49351273426237385,0.026445994417523867,0.8583771567311783,0.6258012796164716,0.16645586113769723,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.019010144398589945,0.7245171871756436,12.472849591542527,9.036793902129267,24.106796116504853,12.965819562446114,0.07930311614291623,0.4904177384231693,0.10000596863431532,0.06025846916791555,0.210844942112112,0.28579518467118115,-0.5566278228332936,0.03077335708159758,0.6212448885438111,0.028364111599341824,ent050_rnn,e2e,3,0.19434829714965896
2081,0.30462033154739854,0.03272484348932214,0.25520990619562467,0.1282271678915071,0.1312957762279394,-0.692900611862642,0.04722876979622208,0.17645458077564768,0.024010037745842292,0.03627020585200489,0.06719857710175062,5.774120470391955,1.04485020414308,0.4987986544930322,0.03289807020444304,1.004520809808502,0.5851730275247885,0.20101158132710986,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.01984063031933836,0.5948943200042159,12.472849591542527,7.420027376275554,11.45631067961165,10.753524099901949,0.0933756160670314,0.5031754049638701,0.1035015894340041,0.056022536140937884,0.2550152184314773,0.21968310944545125,-0.6639857287945131,0.0361813953264925,0.5685258129445796,0.023297692651615742,ent000_lstm,e2e,3,0.19434829714965896
2081,0.16485201798847227,0.0186502563219344,0.16847863951308545,0.11069804680186693,0.1144025000245255,-0.4155565602437016,0.04488018745510124,0.11585495362901804,0.015809103791686294,0.02343003589549773,0.1751582313361839,9.218998942324395,1.0350884961589135,0.49495434887073525,0.011878036636084216,0.6552962938018435,0.5714091746005928,0.0073629366500728745,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.005766043151950617,0.41824263756824337,12.472849591542527,5.216677511158734,24.92233009708738,15.926747400405127,0.06992209073590172,0.44200425071310906,0.0949170648620783,0.03469909339592103,0.16858153013492164,0.2058297452167515,-0.39848890368755385,0.02336507498799213,0.32535932354724983,0.016048837073986633,ent100_lstm,e2e,3,0.19434829714965896
2081,0.15398620593350132,0.017494857136169495,0.17375334596886519,0.10068788625978112,0.09881324647377251,-0.4273064121049076,0.04094218256634621,0.12371035299431715,0.01717165467436669,0.025272086728004385,-0.256084844038219,7.943169946604077,1.0334901137202144,0.5117731859682845,0.011001139136098048,0.6770508009982853,0.5735055682271867,0.005883563304821629,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.004610643966185712,0.5865124374606763,12.472849591542527,7.3154814160160075,23.932038834951456,12.960737297449947,0.07903069069195437,0.49183488300688377,0.10025700958328534,0.040051882699858155,0.17386449334047188,0.23036263431559975,-0.4071171240800878,0.02524240327128968,0.38305402308460135,0.02255702556368866,ent100_gru,e2e,3,0.19434829714965896
2081,0.18400486383094505,0.020663975251568267,0.24880658700307942,0.08305236408918915,0.08659513031990486,-0.4156893525178178,0.049710138415639454,0.1711103389670882,0.023414822302689795,0.033709495533405305,0.05059592646974234,5.458039215204063,1.0356619221897996,0.48582412301777994,0.018668085887339928,1.032102714117358,0.6499554235108701,0.1336103347303741,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.007779762081584485,0.6809492067045717,12.472849591542527,8.493377034706326,15.572815533980583,12.289537717316726,0.08248412525828658,0.4975599413164114,0.10808858882019794,0.04707564746034132,0.2485375870165272,0.1894105757822896,-0.37873516533034546,0.033530862830826645,0.46210156857044704,0.02641167220877305,ent000_rnn,e2e,3,0.19434829714965896
2081,0.13511390777749877,0.015465179810490559,0.20516429518896162,0.0753794893806777,0.07849169442451824,-0.5068071920494268,0.030514917809181967,0.14062034590966757,0.019258817326525495,0.02810111320698519,0.14128383565639743,7.60209849544205,1.0317093310222099,0.4906295050456511,0.010006638707519184,0.8315076647695366,0.6204266266954812,0.0357274719329472,0.012884213169983783,0.06629444846672479,-0.4560262048486341,0.0025809666405067766,0.6023236625376045,12.472849591542527,7.5126924482585595,20.106796116504853,12.532380387509502,0.08084703167450784,0.49225367660674774,0.10000277899316759,0.03864218528090335,0.20502454455588504,0.1884758986520776,-0.4791945812880134,0.027975344334596048,0.36764957336520654,0.023177005470412793,ent010_gru,e2e,3,0.19434829714965896
2081,0.0023493020535581,0.00028419692748116177,0.19324581952026582,0.001470649808553079,0.0014526014009149685,-0.46597227082806103,0.0006099009431958828,0.1371749139522424,0.0186231382753982,0.027750295060611222,-0.013231493146627206,10.089749784889817,1.0176205148890587,0.5084094185487746,-0.007657517562553639,0.8396392455662597,0.7130610654701335,-0.11786018540538762,0.012884213169983783,0.06629444846672479,-0.4560262048486341,-0.01260001624250262,0.6211838882679023,12.472849591542527,7.7479332070551035,27.29126213592233,19.636078638283866,0.05292389515930329,0.36446074455920696,0.08486197004526112,0.02383881081771211,0.19308897941293776,0.12346023522518453,-0.43635664669437724,0.027659338097317902,0.21476370459601934,0.023554613890230947,ent000_gru,e2e,3,0.19434829714965896
