epoch,train_L_pred,train_L_sparse,train_L_decision,train_L_tail,train_L_turnover,train_L_total,val_L_pred,val_L_sparse,val_L_decision,val_L_tail,val_L_turnover,val_L_total,seconds_train,seconds_val
0,-0.438257051112827,0.5712922408835579,-0.03597529342696639,0.285296453916617,0.015676750483361025,0.13565320319688048,-0.27294480648230424,0.32213078845630994,-0.08508334241130135,0.37435377456925134,0.023894008587707172,0.13090615821155635,23.815820455551147,0.8049843311309814
1,-0.5066292598587638,0.23013096331185057,-0.03874086640519268,0.33104463740614537,0.021598806199511045,0.12073042621224664,-0.346406645395539,0.2129141011021354,0.06541748209433122,0.3957993293350393,0.026581426913088017,0.27654930305751885,22.542291402816772,0.9110584259033203
2,-0.578531108153202,0.17672780633882712,-0.10204549111027754,0.32168456411543694,0.02228401304855374,0.040900474655946706,-0.43617103045636957,0.16048164936629208,0.18647042526440186,0.38227150250564923,0.027868318794803185,0.3779055665839802,21.043662786483765,0.7802920341491699
3,-0.6121557430001615,0.13664423043036278,-0.078004099920975,0.3351374621154698,0.02341066285228456,0.0654241388009591,-0.4953950426795266,0.13728871738368814,0.16587245802987705,0.38066672736948187,0.026843958110971886,0.34723914753306995,19.50339436531067,0.8052082061767578
4,-0.652029506208105,0.11767622686296929,-0.07724261147375325,0.3412464818426671,0.022206359066581,0.062151652298697076,-0.5578175376762043,0.08242494883862408,0.03138940891420299,0.37999475273219024,0.024387815628539432,0.19823534989898856,22.188388347625732,0.7863948345184326
5,-0.6737992070501543,0.08292727863401857,-0.07036056954285684,0.3299765635765236,0.01996086161754286,0.05550137353449605,-0.5684844011610205,0.10195216062394055,0.07348972288045016,0.3601508939808065,0.024986509741707283,0.23189843242818658,19.54749059677124,0.8254890441894531
6,-0.6752888689045119,0.08563037057414309,-0.10333259261518944,0.3354916280519416,0.021550276508654348,0.026997644013462177,-0.5701466311107982,0.10927446389740164,-0.07228933748873798,0.34988426484844903,0.022888289595192127,0.07945385439829393,19.58212423324585,0.7714972496032715
7,-0.6539859649901214,0.12584122861842162,-0.06138044978200479,0.3503115621345644,0.020448569251039557,0.08140941906208528,-0.5437101694670591,0.14938586476174268,-0.11869919096881693,0.362332130020315,0.02274382080544125,0.045778270472179756,23.760322093963623,1.0547168254852295
8,-0.6514202516618405,0.11541009318965081,-0.04682081103154266,0.35201723009120417,0.021225516403534712,0.09681230433683359,-0.5497065349058672,0.10796081748875705,-0.19386266375129874,0.36260743168267334,0.028177136555314064,-0.028556388887492092,23.23225688934326,0.7084605693817139
9,-0.6806473041394057,0.09632366014118413,-0.0712149775665225,0.29334782319897,0.018411200026135523,0.035437763448207434,-0.578940976749767,0.10788755186579445,0.009405276822772894,0.3385373814539476,0.028212959962812336,0.1597815826535225,22.342381954193115,0.7733938694000244
10,-0.6509221730227689,0.09296287317539899,-0.06735261627792857,0.3117186555937501,0.019637441795802752,0.05234821462818912,-0.5723051266236738,0.10990125076337294,-0.07855877009305087,0.33440482074564154,0.02731791426512328,0.06972115859389305,22.294604778289795,0.739081859588623
11,-0.6835475903118157,0.08439705992927989,-0.05500709087737189,0.2909162715788334,0.017664544660249682,0.04820053502988383,-0.5508041056719694,0.07693653350526636,-0.102098537100987,0.33603444560007617,0.024975918572057377,0.0435078465803103,21.4948947429657,0.7772543430328369
12,-0.6572578765722062,0.0720633257834511,-0.13148506072470706,0.35147413196227023,0.02339526199387344,0.009127816299104509,-0.5638663850047372,0.07236589762297543,-0.04970750348134474,0.35069735890085046,0.025309125808152286,0.10180025259879502,24.37523102760315,0.8609802722930908
13,-0.6790728950713057,0.05491236669814769,-0.06185926461791378,0.32276590998846155,0.018812449680968322,0.055920093618902086,-0.5786582746288993,0.0529608584263108,-0.05143425207246433,0.32468127797950397,0.02511843852698803,0.08345508439974351,20.339324474334717,0.7594864368438721
14,-0.686856864510328,0.05205799350586101,-0.027484919732340563,0.2608702650279489,0.015474406634421864,0.05494472869309305,-0.5786600140008059,0.052893763916058975,-0.09423480149019849,0.3386226079680703,0.024729916656559162,0.04722979732535102,19.32390832901001,0.841850996017456
