epoch,train_L_pred,train_L_sparse,train_L_decision,train_L_tail,train_L_total,val_L_pred,val_L_sparse,val_L_decision,val_L_tail,val_L_total,seconds_train,seconds_val
0,-0.5670453193728054,0.7747625897977953,-0.004153138209378051,0.28885085570895785,0.16104401212847122,-0.3475118494507941,0.4575557491996072,-0.18923751976002345,0.1870748536153273,-0.08469570834528316,61.40865349769592,1.8978872299194336
1,-0.5835021023560211,0.32207731289841307,-0.06822871146984746,0.23528249868165665,0.023270058123586335,-0.32538770681077783,0.29428015784783795,-0.22411939027634534,0.2166820080442862,-0.11888914081183347,77.22799158096313,1.799860954284668
2,-0.5652307642223401,0.2963430849469711,-0.028976432585253196,0.27979718963398,0.08403339616466905,-0.34301337193359027,0.3002312643961473,-0.21525667472319168,0.2546011737801812,-0.09223429316824133,65.18776345252991,1.830247402191162
3,-0.5476820172239356,0.27626269651907626,-0.05618537771820187,0.2744055735034363,0.053875481413903636,-0.33764439956708386,0.26485413583842193,-0.16066810522567143,0.2004674727266485,-0.06771338324655186,50.16158652305603,1.6908679008483887
4,-0.5287502123060349,0.24836285565501062,-0.07827571966624428,0.26554001046118336,0.0264555503414056,-0.32976346530697564,0.21357374706051566,-0.0975243638862263,0.2061402892524546,-0.0060731978579001,40.92868638038635,1.8479037284851074
5,-0.5223040676492954,0.2133755580844166,-0.09647180374589896,0.2679996615467228,0.006635177358288631,-0.32661445303396747,0.1908774890682914,-0.12417310692200606,0.19418021697889676,-0.0406566858291626,36.024169921875,1.7159819602966309
6,-0.5244882871248873,0.19291771084905784,-0.07561552518909083,0.2680944216864131,0.025274624578028083,-0.36455167829990387,0.1982544484463605,-0.3259160302748734,0.1912594518878243,-0.24691602113572034,34.544607162475586,1.7025153636932373
7,-0.538524011062963,0.1813990469569358,-0.05793460710931604,0.26229887006578045,0.03750233188550049,-0.3628234036944129,0.16259771449999375,-0.24677495929327878,0.16320586204528809,-0.18519460477612235,38.17486262321472,1.9867234230041504
8,-0.5117260474781288,0.16424929441135622,-0.08368327809393267,0.2468129759915521,0.004975526863447974,-0.3771252158013257,0.15987789089029486,-0.2811385147612203,0.18648141554810785,-0.20962252467870712,35.58649945259094,2.297614336013794
9,-0.5268832419206885,0.16232684909183287,-0.08061485254057796,0.2545070491174114,0.010183028702702478,-0.3909812000664798,0.14238706434314902,-0.17909665913744408,0.17463868246837097,-0.11663672835989432,40.519339084625244,1.9426908493041992
10,-0.5311655084663462,0.13652987687665724,-0.04522360353861178,0.25172631358988934,0.04117599025229427,-0.39179049703207885,0.12421362102031708,-0.2893877097151496,0.18634314902804114,-0.22297383099794388,38.20073676109314,1.8631296157836914
11,-0.6041316149634457,0.12032230539578144,-0.09423653522906737,0.2738070121017572,-0.005713964177069263,-0.473293274641037,0.11291417953642932,-0.4032709263265133,0.2261953902515498,-0.3262111503969539,41.11467790603638,2.4016363620758057
12,-0.6092847984318979,0.11669412342326663,-0.08025619694876059,0.30027473446364716,0.020622101516645647,-0.5132851492274891,0.09484346414154227,-0.5630773448131301,0.2660896602002057,-0.47187666865912353,42.424959897994995,2.7166824340820312
13,-0.515868530025549,0.09454046377790308,-0.07540041648251848,0.3362308963436947,0.05058222459019902,-0.2794317440553145,0.07821061191233722,-0.46061628650535236,0.31751262938434427,-0.32198207757689734,44.16434025764465,3.404487371444702
14,-0.43659940281029896,0.0810206279715645,-0.10277696210612482,0.32907291557465757,0.02620161819123776,-0.47282217036594043,0.07770023393360051,-0.5487222270193425,0.29263178326866846,-0.4419185282154517,47.09732103347778,3.8755905628204346
15,-0.6103493692440407,0.08501652259135915,-0.10396271865275279,0.34062060992294385,0.013814304302507472,-0.4769720597700639,0.08366152305494655,-0.5424395301802591,0.292386683550748,-0.43557723950256,52.99175953865051,3.809846878051758
16,-0.6330074252926301,0.101860381941372,-0.11513782861842731,0.3409212759443533,0.002208109422821865,-0.5561015443368391,0.10100613602183083,-0.5519120991230011,0.29421755400570954,-0.450312886048447,49.11478281021118,2.5714006423950195
17,-0.6622731725415476,0.10608707305705437,-0.09202399275431009,0.34923601672749655,0.026975408161633484,-0.5716911442577839,0.10904195091941139,-0.5309863483363931,0.30536170303821564,-0.4245704019611532,46.63939809799194,2.6140880584716797
18,-0.6446192009008933,0.12135080669388593,-0.09316192499457676,0.3597366163663775,0.034379543231747973,-0.5421524318781766,0.11634276875040749,-0.49193155833266,0.3069446019150994,-0.3810402222655036,42.52218413352966,2.1886374950408936
