n_days,total_return,ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,downside_dev,var_95,cvar_95,skew,kurtosis,omega,hit_ratio,alpha,beta,r2,info_ratio,bench_ann_return,bench_sharpe,bench_max_drawdown,excess_ann_return,turnover_mean,rebalances_per_year,turnover_ann,holdings_mean,total_return_gross,ann_return_gross,ann_vol_gross,sharpe_gross,sortino_gross,max_drawdown_gross,calmar_gross,downside_dev_gross,var_95_gross,cvar_95_gross,skew_gross,kurtosis_gross,omega_gross,hit_ratio_gross,cost_drag_ann,mkt_ann_return_mkt_up,mkt_hit_mkt_up,mkt_n_mkt_up,mkt_ann_return_mkt_down,mkt_hit_mkt_down,mkt_n_mkt_down,experiment,group,fold,index,test_start,test_end,n_rebalances,n_max,max_universe,max_investable,cost_bps,cost_total,eff_holdings_mean,seconds,hhi_mean,top5_weight_mean,max_weight_mean
487,-0.017618818254617974,-0.009156021174127393,0.22829767567116696,-0.04010562589921173,-0.04101992754996289,-0.35694384770707743,-0.025651152787598108,0.1602449232737639,0.021496758308980703,0.03192067957978174,-0.08390868866582828,5.184739111457916,1.0126611618552857,0.48459958932238195,-0.014952632205098926,1.0748358946825773,0.9517300665714526,-0.24264678379322588,0.008177342554688272,0.03946353342530782,-0.32461968881054737,-0.017333363728815665,0.17006882533637876,12.41889117043121,2.112066233335562,120.66666666666667,-0.0055626144812968015,-0.002882269772611079,0.22840723329644477,-0.012618995164965919,-0.01292257171813828,-0.35348657619725554,-0.008153830913801634,0.16012459938207438,0.021496758308980703,0.03192067957978174,-0.08483763888291032,5.181576476265094,1.0174507918423763,0.48459958932238195,0.006273751401516314,12.645634214713896,0.91701244813278,241.0,-0.9241130679490556,0.06097560975609756,246.0,ew,baseline,f1_2018_2019,csi300,2018-01-02,2019-12-02,24,155,120,155,15.0,0.01224495542421927,120.45788005977336,36.7874174118042,0.00830672843304387,0.04462187347772758,0.01095750923792634
486,0.341912901106888,0.164735813502088,0.23982304506152927,0.6869056868985347,0.6449383552016457,-0.17884993358008594,0.9210840071591199,0.17418305530722017,0.02336710338516634,0.03606858184022151,-0.7264462482293162,6.048683343604439,1.1378517989354786,0.5349794238683128,0.060073877665052226,1.10949947987125,0.9231136463513894,1.0252215132389895,0.09170040551591607,0.44154997104554616,-0.1818968999378775,0.07303540798617192,0.18739675667942537,12.444444444444445,2.3320485275661826,119.79166666666667,0.36009713450116765,0.17289323117122968,0.23987761491758883,0.7207560039757275,0.677479139706157,-0.17845152910852546,0.9688526180466882,0.17402760700987385,0.02336710338516634,0.03604917351317563,-0.7269874809903012,6.052400108961825,1.1435191089897905,0.5349794238683128,0.008157417669141687,12.68605383602224,0.8935361216730038,263.0,-0.9362853577390973,0.11210762331838565,223.0,ew,baseline,f2_2020_2021,csi300,2020-01-02,2021-12-01,24,155,120,155,15.0,0.013492566480918627,119.67480292304356,37.02316999435425,0.008357018250374762,0.04408486147784741,0.010288102503116995
1108,-0.03672616050106814,-0.008474019326004667,0.20101444184181083,-0.04215627120300805,-0.04328282432742789,-0.3951242394499864,-0.021446467920572313,0.14005399691588577,0.02027057618501454,0.028118831340464483,0.11918154433340807,7.612240410606647,1.0100733185617532,0.48826714801444043,0.013202711796828848,1.065678884644845,0.9333640160552689,0.2461486419591706,-0.017857859494066486,-0.09799478744727774,-0.35103348516332844,0.009383840168061819,0.1631779100524203,12.509025270758121,2.0411966004752213,126.14545454545454,-0.010302967346966008,-0.002352657213984921,0.20086509697320523,-0.011712623295120099,-0.012046709444072953,-0.3871842544267292,-0.0060763246105353655,0.1397049737136009,0.01999080396659937,0.028066763354422625,0.12215457004494713,7.605842762027548,1.0154115920819653,0.48826714801444043,0.006121362112019746,8.84013700621711,0.9168207024029574,541.0,-0.8890030685955338,0.07936507936507936,567.0,ew,baseline,f3_2022_2026,csi300,2022-01-04,2026-07-01,55,165,120,165,15.0,0.026924355158649344,125.7651132915851,37.07616376876831,0.007961364341623622,0.044339426736056974,0.009761459426201026
487,0.171566136770952,0.08538457974562697,0.316749933002291,0.2695646339568741,0.27276481650264034,-0.48107937680938506,0.1774854293524587,0.21975169562183083,0.02853148240090435,0.04383828656911718,-0.10387274055120634,4.259691298025604,1.072026930815294,0.5071868583162218,0.09765475394499366,1.1641884230169932,0.5800239618836697,0.4926726976773344,0.008177342554688272,0.03946353342530782,-0.32461968881054737,0.0772072371909387,0.48437594085234287,12.41889117043121,6.015412095020471,13.208333333333334,0.21302506179640823,0.10509275840778365,0.3168910314977425,0.33163689710963723,0.3362404204411057,-0.4710825588772324,0.2230877718297603,0.21941383662084418,0.02853148240090435,0.04383828656911718,-0.10947073011235836,4.255932368203682,1.0821843628083407,0.5071868583162218,0.019708178662156683,19.342067777781054,0.8008298755186722,241.0,-0.9385329530647346,0.21951219512195122,246.0,meancvar_hist,baseline,f1_2018_2019,csi300,2018-01-02,2019-12-02,24,155,120,155,15.0,0.034875067741368684,10.682035841554727,41.09181880950928,0.09372986520143621,0.5000015375081454,0.10000083097462913
486,0.6969622505501984,0.31549523479083685,0.38240298697747227,0.8250333954881555,0.8597042739418279,-0.3493245077070699,0.9031580316586291,0.24858677216605543,0.03477701069792237,0.04973325435383656,1.52767291044317,21.473269559942164,1.1740616046874897,0.5411522633744856,0.21847421163238204,1.16414985469277,0.3997219670095717,0.7927774522844414,0.09170040551591607,0.44154997104554616,-0.1818968999378775,0.22379482927492078,0.48562554613234415,12.444444444444445,6.04334012964695,11.666666666666666,0.7576458475903671,0.3396811676759892,0.3821293613518268,0.888916691652083,0.9266990702647505,-0.33957970700743156,1.0002987830734993,0.2477371259974943,0.03477701069792237,0.04963125599200214,1.5304081087793109,21.51563233426031,1.184288095135965,0.5432098765432098,0.02418593288515236,17.47858144981498,0.7642585551330798,263.0,-0.9417003294655718,0.27802690582959644,223.0,meancvar_hist,baseline,f2_2020_2021,csi300,2020-01-02,2021-12-01,24,155,120,155,15.0,0.034965039321528786,10.35433676495331,37.988081216812134,0.09664462730625911,0.5104950610425348,0.1102699384908709
1108,-0.23155455853584916,-0.05814468498334768,0.29232647675340795,-0.19890324553938932,-0.2030737184130576,-0.490414182253588,-0.11856240518199712,0.20446107720310933,0.030889638022489653,0.04192362352349982,0.09928896241382502,5.2713960135628115,0.9897950144884712,0.490072202166065,-0.0156966670083452,1.0575950832048018,0.4346657234911662,-0.07171083502859288,-0.017857859494066486,-0.09799478744727774,-0.35103348516332844,-0.0402868254892812,0.4428872384047024,12.509025270758121,5.540087657300699,13.690909090909091,-0.1729074023922097,-0.04225746823780929,0.29198732101345215,-0.1447236410510525,-0.14792872327810638,-0.4700343961911416,-0.08990292748836427,0.20362696201738698,0.03061759392684915,0.04175357854991273,0.10272926725710986,5.26602916549606,0.9996410614983989,0.4918772563176895,0.01588721674553839,8.89996274570737,0.7282809611829945,541.0,-0.9001879570907476,0.26278659611992944,567.0,meancvar_hist,baseline,f3_2022_2026,csi300,2022-01-04,2026-07-01,55,165,120,165,15.0,0.07307639433677592,10.61332894753657,42.880417346954346,0.09439203606907484,0.513369369879946,0.11316916726235358
487,0.050330963066194334,0.02573531208359281,0.23893829051877324,0.10770693984508439,0.10931040077036298,-0.27688046119035015,0.09294737509809428,0.16630549864985159,0.024358810574049136,0.03285345067957586,-0.011173538220727324,4.509910835009434,1.038711139384637,0.5010266940451745,0.024512400682046652,0.9937972561540789,0.7427737183065588,0.20074980104570728,0.008177342554688272,0.03946353342530782,-0.32461968881054737,0.017557969528904538,0.698726337715967,12.41889117043121,8.67740634600856,26.625,0.1042209587591083,0.052639065593712564,0.23952887743872453,0.21976083283393882,0.22376026283166192,-0.2649221547747327,0.19869635153191456,0.16583202741120343,0.024358810574049136,0.03285345067957586,-0.009101750678937884,4.523138012394209,1.0577167341192981,0.5030800821355236,0.026903753510119754,10.768662874802462,0.8464730290456431,241.0,-0.9060532105615525,0.16260162601626016,246.0,lstm_topk,main,f1_2018_2019,csi300,2018-01-02,2019-12-02,24,155,120,155,15.0,0.05030829631554963,21.085148855942666,75.17102909088135,0.04773723635755261,0.34685283852933285,0.09069401719744996
486,0.10905216356196301,0.05513597507791368,0.2682555766617823,0.20553524278613353,0.19846679497137412,-0.2744576189534387,0.20089067043632486,0.1931803727013463,0.026423475646117883,0.04022431718498096,-0.4012418719962188,4.886958667947909,1.0580164926617857,0.5164609053497943,-0.033821329671927386,1.129635722728136,0.7648250581073323,-0.14783919864267905,0.09170040551591607,0.44154997104554616,-0.1818968999378775,-0.03656443043800239,0.7082249586638966,12.444444444444445,8.813466152261825,25.458333333333332,0.16690491599943824,0.08332591495312736,0.26852990571339785,0.310304041301311,0.30065481385884407,-0.2605450118957846,0.31981389452374887,0.19230993599830723,0.025512456297036166,0.04004111036536387,-0.39364083382342824,4.894182830435056,1.0757624004543742,0.5185185185185185,0.028189939875213677,12.306945857635826,0.8250950570342205,263.0,-0.9469004372205673,0.15246636771300448,223.0,lstm_topk,main,f2_2020_2021,csi300,2020-01-02,2021-12-01,24,155,120,155,15.0,0.05099219702380056,15.383144428212836,101.94415473937988,0.06564152632053612,0.4636359999727715,0.09987226791377102
1108,-0.19073346565350424,-0.04699179170962842,0.2380532465390207,-0.19740033959976142,-0.21452245320932273,-0.4546796505095386,-0.10335142920288355,0.15807648698113103,0.020793239899871363,0.030218697972527114,0.7023340434401493,8.59975103469544,0.985597861782581,0.47924187725631767,-0.018355390250520024,1.1328079700899478,0.7519989377833481,-0.1532871047987671,-0.017857859494066486,-0.09799478744727774,-0.35103348516332844,-0.02913393221556193,0.6672659244922796,12.509025270758121,8.346846311789706,28.927272727272726,-0.09602429034619986,-0.022698797853369923,0.23753081685122276,-0.09556148610218984,-0.10445032856960684,-0.4250016561292633,-0.05340872800379426,0.15668752054676963,0.02074881906758071,0.030005189094680453,0.7080563632093373,8.640052368788204,1.0036889101205884,0.48014440433212996,0.024292993856258494,9.34385972808108,0.8096118299445472,541.0,-0.9020514868444508,0.164021164021164,567.0,lstm_topk,main,f3_2022_2026,csi300,2022-01-04,2026-07-01,55,165,120,165,15.0,0.11009887754122612,15.90061936784802,120.78156971931458,0.06354742618169255,0.4638174599114278,0.09994968697872766
487,-0.011191762419335172,-0.005806944938317793,0.22777299702862486,-0.02549443970124351,-0.026104906569563997,-0.3634553488400243,-0.01597705180801654,0.1593789967006413,0.022432275267251868,0.031699930777678416,-0.04837469598765669,5.030593795208786,1.015146977690256,0.486652977412731,-0.011564825913867725,1.0700085443854492,0.9475507184200476,-0.17534861748412306,0.008177342554688272,0.03946353342530782,-0.32461968881054737,-0.013984287493006065,0.16633105442173324,12.41889117043121,2.0656472631265763,120.5,0.0006705737746348639,0.000346934825479428,0.2278904899310508,0.001522375179343353,0.001557639413307715,-0.35977512455327776,0.0009643102088011416,0.1592634656493787,0.022432275267251868,0.031699930777678416,-0.04899451726330453,5.028014639019186,1.0198490534234903,0.4887063655030801,0.006153879763797221,12.46951493899665,0.9128630705394191,241.0,-0.9226259713614932,0.06910569105691057,246.0,lstm_softmax,main,f1_2018_2019,csi300,2018-01-02,2019-12-02,24,155,120,155,15.0,0.011975835918364795,92.9674735651854,78.67291116714478,0.010827047008061466,0.11229048559997167,0.028972647000190643
