n_days,total_return,ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,downside_dev,var_95,cvar_95,skew,kurtosis,omega,hit_ratio,alpha,beta,r2,info_ratio,bench_ann_return,bench_sharpe,bench_max_drawdown,excess_ann_return,turnover_mean,rebalances_per_year,turnover_ann,holdings_mean,eff_holdings_mean,hhi_mean,top5_weight_mean,max_weight_mean,ann_return_gross,ann_vol_gross,sharpe_gross,max_drawdown_gross,cvar_95_gross,total_return_gross,cost_drag_ann,experiment,group,n_folds,bench_ann_vol
486,0.07698711770273725,0.03920623842985482,0.14605030897387605,0.2684433788967035,0.2570636822717802,-0.11935882407656062,0.3284737323208435,0.10605478038631175,0.011053540372003224,0.02167611974645471,-1.3115871289653311,22.42304725245127,1.0755850163105911,0.5164609053497943,-0.006190340598373241,0.5063132973467923,0.518342116739624,-0.41752858601328763,0.09170040551592162,0.44154997104557403,-0.1818968999378756,-0.0524941670860668,0.44001785703810264,12.444444444444445,5.475777776474167,29.083333333333332,18.83334931866732,0.053417562266054985,0.37192318047792555,0.08523628772652149,0.056357389452871054,0.14642957839337237,0.3848770861135108,-0.11935882407656018,0.02167611974645471,0.11152944667165587,0.01715115102301623,full,e2e,1,0.20767843172716885
