experiment,fold,selection,encoder_sha256,n_periods,n_valid,score_std,score_spread,spar_thresh,spread_below_thresh,pi_support,pi_pr,cap_budget,fill_periods,cap_sum,book_n,book_pr
full,f1_2018_2019,sparsemax,6869f5702c0bea7b,24,286.2083333333333,0.012102830217760194,0.023981432680342654,0.0034959956181284647,0.0,108.66666666666667,77.45649572822235,6.857969244321187,0.0,6.857969353676288,112.41666666666667,59.15617853900886
full,f2_2020_2021,sparsemax,16f0307a130e5bbb,24,293.8333333333333,0.0528734116852806,0.05672390018589213,0.003403305171975271,0.0,20.708333333333332,12.029652576092749,1.043398881951968,0.5,1.10982148393911,26.083333333333332,20.099920181265556
full,f3_2022_2026,sparsemax,f583eab64db23dc1,55,298.3818181818182,0.0234852977875412,0.04870682905261913,0.0033514901205388766,0.0,79.23636363636363,53.48184741069556,4.694143130562522,0.0,4.6941431728869,30.581818181818182,16.775144817473954
lstm_topk,f1_2018_2019,topk,e82d179d46b41a14,24,286.2083333333333,0.0007931061476854061,0.0017508074387294406,0.0034959956181284647,1.0,25.0,24.999998400604813,2.4999999701976776,0.0,2.499999936359624,29.833333333333332,22.691104074606148
lstm_topk,f2_2020_2021,topk,4012fd9ed3591275,24,293.8333333333333,0.003949012284316169,0.010142679112838792,0.003403305171975271,0.0,25.0,24.99999878865586,2.4999999503294625,0.0,2.499999936359624,29.791666666666668,21.556563780858596
lstm_topk,f3_2022_2026,topk,c23b77b00e71580f,55,298.3818181818182,0.007203313628268469,0.024998337723408273,0.0033514901205388766,0.0,25.0,24.999999084985745,2.4999999609860506,0.0,2.4999999559738417,42.25454545454546,24.14008244046302
