experiment,fold,date,selection,n_valid,n_max,score_std,score_spread,spar_thresh,pi_support,pi_pr,cap_budget,deficit,cap_sum,cap_at_max,book_n,book_pr
lstm_topk,f2_2020_2021,2020-01-02,topk,116,155,0.003689601147746103,0.014274584079273688,0.008620689655172414,25,24.999996460349593,2.499999761581421,0.0,2.499999850988388,0,25.0,14.430151327939763
lstm_topk,f2_2020_2021,2020-02-03,topk,118,155,0.0016572768345558216,0.006735008515780634,0.00847457627118644,25,25.000001116962128,2.5,0.0,2.500000037252903,25,31.0,17.658915354687867
lstm_topk,f2_2020_2021,2020-03-02,topk,118,155,0.003558116147074413,0.013558563950937241,0.00847457627118644,25,24.999996460349593,2.499999523162842,0.0,2.499999664723873,0,24.0,12.68074462781974
lstm_topk,f2_2020_2021,2020-04-01,topk,120,155,0.003367302747937884,0.012620531350451832,0.008333333333333333,25,24.999996460349593,2.499999761581421,0.0,2.499999850988388,0,25.0,16.221788469503625
lstm_topk,f2_2020_2021,2020-05-06,topk,120,155,0.003918648804007793,0.01461566257130471,0.008333333333333333,25,24.999996460349593,2.5,0.0,2.499999850988388,0,25.0,14.211105392915815
lstm_topk,f2_2020_2021,2020-06-01,topk,120,155,0.003494811939437547,0.015875054260444207,0.008333333333333333,25,25.000005773575964,2.5,0.0,2.500000037252903,25,25.0,13.63800610260526
lstm_topk,f2_2020_2021,2020-07-01,topk,119,155,0.002703758449947637,0.012710285011068488,0.008403361344537815,25,25.000001116962128,2.5,0.0,2.500000037252903,25,25.0,13.942236561064089
lstm_topk,f2_2020_2021,2020-08-03,topk,118,155,0.0030626123091596776,0.01141861096119224,0.00847457627118644,25,25.000001116962128,2.499999761581421,0.0,2.500000037252903,25,25.0,19.130121190451142
lstm_topk,f2_2020_2021,2020-09-01,topk,119,155,0.003249581469233591,0.012650542714468697,0.008403361344537815,25,25.000001116962128,2.499999523162842,0.0,2.500000037252903,25,25.0,13.75156192067276
lstm_topk,f2_2020_2021,2020-10-09,topk,119,155,0.003642341308397516,0.012767287812043107,0.008403361344537815,25,25.000001116962128,2.499999523162842,0.0,2.500000037252903,25,25.0,17.44102254956862
lstm_topk,f2_2020_2021,2020-11-02,topk,119,155,0.004327552428893358,0.01595064326793057,0.008403361344537815,25,25.000001116962128,2.499999523162842,0.0,2.500000037252903,25,25.0,16.443863189975104
lstm_topk,f2_2020_2021,2020-12-01,topk,119,155,0.0030862675095453197,0.014295220792297461,0.008403361344537815,25,24.999996460349593,2.499999761581421,0.0,2.499999850988388,0,25.0,16.33598131662348
lstm_topk,f2_2020_2021,2021-01-04,topk,117,155,0.0032374830715410376,0.014070221257762203,0.008547008547008548,25,24.999996460349593,2.499999523162842,0.0,2.499999664723873,0,25.0,13.815184335302456
lstm_topk,f2_2020_2021,2021-02-01,topk,119,155,0.0026938142621712436,0.013677085016094962,0.008403361344537815,25,25.000001116962128,2.5,0.0,2.500000037252903,25,26.0,15.78397667941713
lstm_topk,f2_2020_2021,2021-03-01,topk,119,155,0.0034701743193488468,0.014472742329699872,0.008403361344537815,25,25.000001116962128,2.499999761581421,0.0,2.500000037252903,25,25.0,15.016181185194128
lstm_topk,f2_2020_2021,2021-04-01,topk,119,155,0.004213577036955249,0.013081996296160706,0.008403361344537815,25,25.000001116962128,2.499999761581421,0.0,2.500000037252903,25,25.0,15.682574342228369
lstm_topk,f2_2020_2021,2021-05-06,topk,119,155,0.0039361282031967265,0.013910976886170125,0.008403361344537815,25,25.000001116962128,2.5,0.0,2.500000037252903,25,25.0,15.713348306242425
lstm_topk,f2_2020_2021,2021-06-01,topk,119,155,0.003712855233520416,0.01576848979599132,0.008403361344537815,25,25.000001116962128,2.499999523162842,0.0,2.500000037252903,25,25.0,15.24952076558585
lstm_topk,f2_2020_2021,2021-07-01,topk,118,155,0.0030389723751654413,0.014138190870930961,0.00847457627118644,25,24.999996460349593,2.499999523162842,0.0,2.499999664723873,0,25.0,13.440953273864148
lstm_topk,f2_2020_2021,2021-08-02,topk,119,155,0.0024281368333449968,0.014753581214492686,0.008403361344537815,25,25.000001116962128,2.5,0.0,2.500000037252903,25,26.0,14.169575589416317
lstm_topk,f2_2020_2021,2021-09-01,topk,119,155,0.00248208530807182,0.012364121923857063,0.008403361344537815,25,24.999996460349593,2.499999523162842,0.0,2.499999850988388,0,26.0,16.577868683269262
lstm_topk,f2_2020_2021,2021-10-08,topk,119,155,0.00333730129765578,0.013018671495100373,0.008403361344537815,25,25.000001116962128,2.499999523162842,0.0,2.500000037252903,25,26.0,16.406837439405745
lstm_topk,f2_2020_2021,2021-11-01,topk,119,155,0.0033248292075871337,0.014309370366390795,0.008403361344537815,25,24.999996460349593,2.499999761581421,0.0,2.499999850988388,0,26.0,14.782285757378927
lstm_topk,f2_2020_2021,2021-12-01,topk,119,155,0.002760589598620367,0.011097617803959316,0.008403361344537815,25,24.999996460349593,2.499999523162842,0.0,2.499999850988388,0,26.0,16.671661910240786
