epoch,train_L_pred,train_L_sparse,train_L_decision,train_L_tail,train_L_turnover,train_L_total,val_L_pred,val_L_sparse,val_L_decision,val_L_tail,val_L_turnover,val_L_total,seconds_train,seconds_val
0,-0.3601120850071311,0.8896481014159788,-0.07775571870516582,0.291558265237205,0.0117918599701307,0.13276887527969947,-1.052759972485629,0.6389146609739824,-0.2172792107290165,0.10901191356507214,0.01188038077882745,-0.1922773994844068,13.05204153060913,0.8147785663604736
1,-0.3718313552826329,0.4283165454146374,-0.08958063497914966,0.27373949303684464,0.01443903053919953,0.06737666090120034,-1.068164505741813,0.35222857919606293,-0.1389095950871706,0.11015781726349484,0.017225012098523704,-0.1381992758675055,10.479971170425415,0.7888731956481934
2,-0.40517776562686425,0.273741608463138,-0.1031774296649698,0.2665197497390839,0.016033711944179362,0.032972539079386784,-1.0559924461624839,0.22582147744568912,-0.16642843559384346,0.10730523108081384,0.015655753964727574,-0.18013715981082482,10.68411135673523,0.6704535484313965
3,-0.4628237770443939,0.1832885498921555,-0.09627309663737395,0.27533048086137657,0.016506555501416505,0.02994517530931766,-1.0351393927227368,0.15140710364688525,-0.14498537744988094,0.11300055547194048,0.014624117069285025,-0.1622342165051536,10.618027687072754,0.663546085357666
4,-0.47191429663314877,0.14651972728680415,-0.0911815997819046,0.24471564635813955,0.014040624576968601,0.012677394055637968,-1.0565314292907715,0.14965977519750595,-0.1873257617381486,0.10928363827141849,0.01594111213291233,-0.2074299996549433,10.24685287475586,0.6487350463867188
5,-0.49506214438342905,0.15633235396031875,-0.10921730161700623,0.2689627583127424,0.017436006151319267,0.00882710366094687,-1.0447650714354082,0.16833678836172278,-0.2242595429786227,0.10955838655883615,0.020810416730290108,-0.23631276325746017,10.395554304122925,0.7160706520080566
6,-0.5182310286236097,0.16948856188949332,-0.07282316716141012,0.3025553972426667,0.023622480984103966,0.06720276096140046,-1.037674990567294,0.19231507182121277,-0.31604577804153616,0.14988273416053166,0.026156370951370758,-0.2994840382175012,10.593092203140259,0.705449104309082
7,-0.536911647654621,0.1714082999401782,-0.14372036711548467,0.3216462397431753,0.02553868290395981,0.006091106234185667,-1.0335180380127647,0.1624533703381365,-0.1950241990112276,0.10759060965342955,0.021055600013245235,-0.2072797713970596,10.621999979019165,0.6801304817199707
8,-0.5561546109033277,0.15043798331395689,-0.12009365319173379,0.27604547187865497,0.021377662774624235,-0.0012649169573223735,-1.004650061780756,0.12566657906228845,-0.16155058924447407,0.10550269586118785,0.013398893346840685,-0.18329869269986043,10.433781862258911,0.9153463840484619
9,-0.5722017162535564,0.1285853609442711,-0.08993669695793147,0.26742494070386313,0.014276933312101895,0.013691068099564817,-0.9936538284475153,0.13188525966622613,-0.15813828581436115,0.10527450489726933,0.010373604314571077,-0.1813042861494151,10.603454351425171,0.7863204479217529
10,-0.5818396746124848,0.1184034127607403,-0.08659415205671306,0.24177206020398312,0.014323478828307735,0.0022717331794191555,-0.9733840172941034,0.09783410145477815,-0.18651887114075097,0.09864511069926349,0.012670112773776054,-0.21208119968121703,11.316559314727783,1.0277915000915527
11,-0.5870603028311765,0.09791073853890579,-0.08601719827716608,0.2696682493909296,0.015373812870582542,0.015275786563484784,-0.9760157899423079,0.0880870907144113,-0.17859319428151305,0.09887076304717497,0.014094734395092184,-0.20385595207864587,15.545780181884766,1.2016074657440186
12,-0.6125573707991335,0.12059704573398614,-0.10755661832370672,0.25077313094972126,0.016384495540061987,-0.014981592545308262,-0.9775523489171808,0.11678970063274557,-0.1865573784505779,0.0999532135372812,0.014492623931304975,-0.2081644060936841,12.576331853866577,0.7599573135375977
