epoch,train_L_pred,train_L_sparse,train_L_decision,train_L_tail,train_L_turnover,train_L_total,val_L_pred,val_L_sparse,val_L_decision,val_L_tail,val_L_turnover,val_L_total,seconds_train,seconds_val
0,-0.40350703258875265,0.6751416016774006,-0.0419773455843868,0.32366277528814524,0.006078298980684345,0.15309580193316363,-1.0606185739690608,0.48840623823079193,-0.16843227974393152,0.09927684779871594,0.009341593323783441,-0.16667349458756772,27.2264142036438,1.8474855422973633
1,-0.45891257097204047,0.3671372324587351,-0.07627942759251918,0.2748471315366676,0.01007156348114003,0.0620381609783564,-1.033233030275865,0.24626947939395905,-0.17764313315803354,0.10542357509786432,0.010668696835637093,-0.19295901263302023,31.111257076263428,1.9429254531860352
2,-0.45353794829493543,0.2022162210869502,-0.08888950192156327,0.25302496938461283,0.011800023306340697,0.024290830581392867,-1.0143907178531995,0.1735431511293758,-0.1822044603865255,0.10465542125430974,0.01230087715455077,-0.20166062800721687,30.851645708084106,2.005356550216675
3,-0.5104574529700968,0.16478514868810953,-0.11815982217709702,0.2611958860273821,0.01219056564921805,-0.009938545177230635,-1.0249214118177241,0.16464867442846298,-0.1821127493273128,0.10505909743634137,0.012976729014719074,-0.2026337446136908,28.43027925491333,1.95851469039917
4,-0.5879059310873455,0.151092483426433,-0.12469756835510573,0.2549146955092269,0.012696893652901053,-0.028224669217345226,-0.9941622723232616,0.13056752356615933,-0.17774420739574867,0.1051740592176264,0.012914049566130747,-0.19860260594974866,28.616798162460327,2.1055867671966553
5,-0.6074504639549427,0.15557320703224964,-0.15256947319371156,0.2654124640197639,0.013337399277566787,-0.051713558407612596,-0.9532540061257102,0.1542548191818324,-0.17615382915193384,0.10887894102118233,0.015398223376409574,-0.18621605092828925,28.76828646659851,2.1044199466705322
6,-0.6161927683615541,0.14189641078911633,-0.1388765074402453,0.26293784308146284,0.01435370210288878,-0.04048351436314813,-0.9438794309442694,0.1466006331823089,-0.19653355635025285,0.11370929872447794,0.016753775321624496,-0.20265300656584176,28.926525115966797,2.132328510284424
7,-0.6272833622341235,0.1455418437001217,-0.16800427087442388,0.26452706619558564,0.014919527144317168,-0.06899535972400601,-0.8962660973722284,0.09095552021806891,-0.06207422336394137,0.12858983467925678,0.014431875834072178,-0.06387849016623064,28.40504741668701,2.0362093448638916
8,-0.5839675264545234,0.12019290254417672,-0.20246305906898285,0.28398501648601276,0.015020824463880924,-0.09182719314044499,-0.9050573002208363,0.08271141451868144,-0.11851816637102854,0.1325652538375421,0.01621790226040916,-0.11825222945348783,24.838926076889038,2.0153942108154297
9,-0.6269598234759037,0.10211625668298767,-0.20160020685878144,0.28109937753663006,0.016544171261141098,-0.09699069820793278,-0.851485707543113,0.09851158410310745,-0.13147192533043298,0.11474704200571234,0.012506399684670296,-0.1368894132531502,26.02194118499756,1.9018006324768066
10,-0.5944837544068514,0.11362563980272017,-0.1763182660811637,0.30826751097857236,0.014924655444022402,-0.055345667346593845,-0.9072731191461737,0.10094765472141179,-0.17467189478603276,0.12362365289167924,0.018226501997560263,-0.1752661212601445,24.377995014190674,1.9945528507232666
11,-0.6338066239672971,0.17233746328267707,-0.13374600816428303,0.28428822809673215,0.017756022908444326,-0.01999279048787542,-0.8739898421547629,0.1266427676786076,-0.18599272417751225,0.1093269566243345,0.01763216939500787,-0.1884317696094513,28.03478193283081,2.005615472793579
12,-0.6261084801461323,0.12562702928321906,-0.19844267499375057,0.2810671934521342,0.01813886998535459,-0.08981835132980921,-0.9058603210882707,0.10702091218395667,-0.17999941720203919,0.11232995004816489,0.01905428660525517,-0.18466408991000868,27.090479373931885,2.024282455444336
