experiment,fold,date,selection,n_valid,n_max,score_std,score_spread,spar_thresh,pi_support,pi_pr,cap_budget,deficit,cap_sum,cap_at_max,book_n,book_pr
full_musigma,f3_2022_2026,2022-01-04,sparsemax,113,165,0.06538239415177374,0.12402347900566801,0.008849557522123894,26,17.282047456022152,1.4961826801300049,0.0,1.496182657952886,6,15.0,11.52179756829
full_musigma,f3_2022_2026,2022-02-07,sparsemax,119,165,0.08547689336661367,0.12760992971162835,0.008403361344537815,20,13.7652490867407,1.2284272909164429,0.0,1.2284272583201528,5,13.0,11.42371970664365
full_musigma,f3_2022_2026,2022-03-01,sparsemax,119,165,0.08167657761221218,0.09854253732106266,0.008403361344537815,20,12.068809070580217,1.0236506462097168,0.0,1.023650680668652,4,20.0,13.720482617732724
full_musigma,f3_2022_2026,2022-04-01,sparsemax,119,165,0.09121313675971583,0.11789978865314932,0.008403361344537815,19,10.403502273021552,0.9334911704063416,0.06650882959365845,1.0000000352738425,8,19.0,12.863724008719526
full_musigma,f3_2022_2026,2022-05-05,sparsemax,119,165,0.0814285864062178,0.09255561767881657,0.008403361344537815,19,12.872921424175546,1.1269114017486572,0.0,1.1269113275920972,6,14.0,11.58065770926257
full_musigma,f3_2022_2026,2022-06-01,sparsemax,118,165,0.06898335745120715,0.09576558290144144,0.00847457627118644,18,14.733773055752302,1.3156952857971191,0.0,1.3156952913850546,5,14.0,11.392780970386676
full_musigma,f3_2022_2026,2022-07-01,sparsemax,117,165,0.05813760685437125,0.08538190189462441,0.008547008547008548,25,15.286704477525355,1.3116487264633179,0.0,1.3116485811187886,5,12.0,11.330360860025001
full_musigma,f3_2022_2026,2022-08-01,sparsemax,119,165,0.07568680929407287,0.11096483838407933,0.008403361344537815,18,12.825161996606276,1.1174949407577515,0.0,1.1174949053674936,3,16.0,11.422173860319491
full_musigma,f3_2022_2026,2022-09-01,sparsemax,119,165,0.08911161333078488,0.1279386064084638,0.008403361344537815,19,12.576466107949448,1.097802996635437,0.0,1.0978030166588724,5,14.0,11.298807119839099
full_musigma,f3_2022_2026,2022-10-10,sparsemax,119,165,0.08797548001858578,0.11038265862509983,0.008403361344537815,23,12.752985141964905,1.0771747827529907,0.0,1.0771746274549514,4,18.0,12.061826443525867
full_musigma,f3_2022_2026,2022-11-01,sparsemax,119,165,0.08673484146582416,0.12514929886625595,0.008403361344537815,18,15.523718762490661,1.4145748615264893,0.0,1.4145749416202307,7,14.0,10.607173130436497
full_musigma,f3_2022_2026,2022-12-01,sparsemax,119,165,0.08682924391805635,0.1257048545702666,0.008403361344537815,22,14.310184337811865,1.2453922033309937,0.0,1.2453923230059445,5,14.0,11.275675404500735
full_musigma,f3_2022_2026,2023-01-03,sparsemax,118,165,0.06620657721881666,0.08701154551768708,0.00847457627118644,18,10.736376994389921,0.9266642332077026,0.07333576679229736,0.9999999487772584,7,19.0,12.286102871345753
full_musigma,f3_2022_2026,2023-02-01,sparsemax,119,165,0.07123772972319699,0.12093275046649099,0.008403361344537815,22,14.779289839835016,1.2912027835845947,0.0,1.2912028841674328,6,14.0,11.054132005547764
full_musigma,f3_2022_2026,2023-03-01,sparsemax,119,165,0.08902800048389434,0.12254247848852343,0.008403361344537815,19,15.517571518355945,1.4057958126068115,0.0,1.4057958908379078,7,13.0,10.89497261011891
full_musigma,f3_2022_2026,2023-04-03,sparsemax,119,165,0.07203265032915904,0.10583718787847446,0.008403361344537815,21,14.53033201704777,1.268082618713379,0.0,1.268082574941218,5,17.0,11.051563459595904
full_musigma,f3_2022_2026,2023-05-04,sparsemax,118,165,0.09095972323348273,0.12069453125409149,0.00847457627118644,21,14.203713988376949,1.2557199001312256,0.0,1.255719947777834,5,16.0,11.31939488802338
full_musigma,f3_2022_2026,2023-06-01,sparsemax,119,165,0.07603232386009502,0.09370641091040202,0.008403361344537815,18,10.787981661809527,0.9332830309867859,0.06671696901321411,1.0000000090221874,5,17.0,12.81274469105886
full_musigma,f3_2022_2026,2023-07-03,sparsemax,118,165,0.06818914686117623,0.0981055571050462,0.00847457627118644,20,12.937014642646417,1.1184650659561157,0.0,1.1184650806244463,5,17.0,12.502786707244828
full_musigma,f3_2022_2026,2023-08-01,sparsemax,119,165,0.08288348317604305,0.11339942775979764,0.008403361344537815,20,15.31278803719952,1.3503046035766602,0.0,1.3503045625984669,6,15.0,11.10607381851319
