date,turnover,traded_notional,cost,n_holdings,eff_holdings,hhi,top5_weight,max_weight
2018-01-02,0.5,1.0,0.0015,280.0,280.0,0.0035714285714284043,0.017857142857142502,0.0035714285714285
2018-02-01,0.0421348176264442,0.0842696352528885,0.0001264044528793,281.0,280.99835706497873,0.0035587396682491518,0.0178786159043143,0.0036428762665759
2018-03-01,0.0371553765446748,0.0743107530893496,0.000111466129634,283.0,282.9660990474687,0.0035339922463016433,0.0181842921756607,0.0037111464823407
2018-04-02,0.0329001940244515,0.065800388048903,9.870058207335454e-05,284.0,283.97419194518824,0.0035214467665181694,0.018443628029014,0.0037802128551617
2018-05-02,0.0279407638155436,0.0558815276310872,8.382229144663087e-05,286.0,285.90248170213863,0.0034976961166842415,0.0190705920143391,0.003925078300752
2018-06-01,0.0295261153089201,0.0590522306178403,8.857834592676059e-05,286.0,285.82272160258924,0.003498672164315904,0.0198790123446782,0.004405997899128
2018-07-02,0.0919962937322834,0.1839925874645669,0.0002759888811968,314.0,312.5421663682609,0.0031995682746425507,0.022592720883218495,0.0049034345719735
2018-08-01,0.0262023466540746,0.0524046933081493,7.860703996222396e-05,314.0,313.0616466689748,0.0031942590561319507,0.0215712992821452,0.0048631421983117
2018-09-03,0.027691787896335,0.0553835757926701,8.307536368900529e-05,314.0,312.7698623249156,0.0031972389940854535,0.022450911869047997,0.0050805566125084
2018-10-08,0.0213137867461496,0.0426275734922992,6.394136023844883e-05,314.0,312.554700358778,0.0031994399663549445,0.0227838647173871,0.0051559025853201
2018-11-01,0.034349708325123,0.068699416650246,0.0001030491249753,314.0,312.0399727614092,0.0032047176236763278,0.0236587582155924,0.0053538876815814
2018-12-03,0.0271896041904579,0.0543792083809159,8.156881257137389e-05,315.0,313.69896405651764,0.003187769532512088,0.022440807723183003,0.0051555875968836
2019-01-02,0.0744297398416706,0.1488594796833413,0.000223289219525,339.0,334.92360210394565,0.002985755538630524,0.0235374093504707,0.0055935147688995
2019-02-01,0.0275107999662853,0.0550215999325706,8.2532399898856e-05,339.0,336.28136957119824,0.0029737002715170186,0.0223213290190289,0.0053045210571106
2019-03-01,0.0360649933506378,0.0721299867012756,0.0001081949800519,339.0,337.82219199572523,0.0029601370889590327,0.019283074884168302,0.004582499396954
2019-04-01,0.0297482722395998,0.0594965444791997,8.924481671879966e-05,339.0,337.5883085438488,0.0029621878918537183,0.018781725729249302,0.0042799145305693
2019-05-06,0.0328838208184498,0.0657676416368997,9.865146245534964e-05,339.0,337.6644199278969,0.0029615201987034253,0.0199842026981758,0.0047491179370041
2019-06-03,0.0230701139765409,0.0461402279530819,6.92103419296229e-05,339.0,337.6227924499591,0.0029618853417550995,0.0201953282439209,0.0047992905724302
2019-07-01,0.0510534320794864,0.1021068641589728,0.0001531602962384,356.0,354.6007870424276,0.002820072702998039,0.0190718521941757,0.0045323036758188
2019-08-01,0.0226454669555448,0.0452909339110896,6.793640086663445e-05,356.0,354.413944889941,0.002821559406502692,0.0195013031028852,0.0046343599371778
2019-09-02,0.027229192805889,0.054458385611778,8.168757841766711e-05,356.0,354.5052674156205,0.002820832557129675,0.019314448039905,0.0045899550267282
2019-10-08,0.0196658627188805,0.039331725437761,5.899758815664161e-05,356.0,354.42727740125787,0.0028214532677399823,0.0194681600422264,0.0046264837008205
2019-11-01,0.0241373877812288,0.0482747755624577,7.241216334368669e-05,356.0,354.5630784613812,0.0028203726240741515,0.0191756104390683,0.0045569611590006
2019-12-02,0.0204539208217579,0.0409078416435159,6.136176246527394e-05,356.0,354.4467456779569,0.002821298297117286,0.0194252093742466,0.0046162767493204
