epoch,train_L_pred,train_L_decision,train_L_tail,train_L_turnover,train_L_total,val_L_pred,val_L_decision,val_L_tail,val_L_turnover,val_L_total,seconds_train,seconds_val
0,-0.5789447027545805,-0.046477925824436626,0.2714328008277394,0.005484135752918077,0.036828140205938685,-0.38366974551569333,-0.21992003511298786,0.2084154493429444,0.010850953784855928,-0.1432283278554678,71.47305107116699,1.6511874198913574
1,-0.6060249402370548,-0.06012141446052032,0.22824421500630468,0.011491533455865406,0.004889725977293799,-0.4020228192887523,-0.23268318658863957,0.21032445403662595,0.014504998837682333,-0.15321824682707136,79.41539144515991,1.8539977073669434
2,-0.624639467240494,-0.08044410717595264,0.24269648912911104,0.009796660598019294,-0.011763147209013733,-0.42080060011622583,-0.18868811496279456,0.18005921082063156,0.008884735278446566,-0.13185383481058208,74.88664746284485,1.834949254989624
3,-0.6342548291050942,-0.0746004310236356,0.2370084722952865,0.009327002881512603,-0.010194672262905357,-0.4321008432995189,-0.22474252635782416,0.18307794495062393,0.008876517711376602,-0.16753712838346307,78.80793309211731,2.0017714500427246
4,-0.6447888711624057,-0.057065697778538566,0.24119842324022936,0.009275455480424043,0.008330081528592333,-0.4354636960408904,-0.2686594948172569,0.2046869139779698,0.012690876610577106,-0.19717152416706085,96.17680644989014,1.9845073223114014
5,-0.6472121920506252,-0.0707244374180021,0.24121749220050384,0.010338658166648907,-0.004498247840554915,-0.4349580407142639,-0.2123063335364515,0.18625765632499347,0.010704455389217897,-0.15196886049075561,90.71658182144165,2.241262912750244
6,-0.64659428112557,-0.09177810116888624,0.25093730309299217,0.010049175988952412,-0.020919700788560314,-0.4546492479064248,-0.23550546101548456,0.20265633409673517,0.013222732073204084,-0.16641949489712715,60.4392454624176,1.8312017917633057
7,-0.6373085436089155,-0.08677285645052651,0.23732704237521252,0.010633272823886337,-0.021206913263510877,-0.45327303355390375,-0.2769018936563622,0.20631209760904312,0.015199997546997938,-0.203873156061904,47.68941116333008,1.7439587116241455
8,-0.6552858725538321,-0.08005721320476487,0.2398406102835575,0.01550802928787247,-0.010157466335135085,-0.47469474510713056,-0.27609209987250244,0.1963280662894249,0.019466352987695824,-0.20593118921599604,49.186445236206055,1.81492280960083
9,-0.6441839441100013,-0.07350572682133763,0.23458244143245377,0.015909435884661486,-0.004723468020767252,-0.5041512088342146,-0.3567568087442355,0.21817488697442142,0.022422115911136974,-0.2756623642688448,45.61118531227112,1.850757122039795
10,-0.6429605766713062,-0.08005055221163224,0.2383953615605274,0.01618175775195672,-0.00896717300725596,-0.5419780666177924,-0.347838546064767,0.22642935880205847,0.019812088629061527,-0.26900958896360616,45.17637085914612,1.854926347732544
11,-0.6668779034707173,-0.08231287390411457,0.23332225179700095,0.014556591320678453,-0.01778294624778155,-0.5575348978692835,-0.2988494732840495,0.20348714021119205,0.017228856090117584,-0.23563054441051048,43.70278859138489,1.7563204765319824
12,-0.6603034989925746,-0.08429853207318583,0.23543694949595728,0.014135818850144605,-0.018474589054098475,-0.5637077391147614,-0.2986856936053796,0.19997478547421368,0.01605701344934377,-0.23901204764842987,41.919435262680054,1.78033447265625
13,-0.6623484107587382,-0.08390976463348787,0.23648907710737158,0.014758398577953889,-0.017141671424783837,-0.5793277350339022,-0.4100362363864075,0.2233113483949141,0.020500174469568512,-0.33581314980983734,43.04239225387573,1.9851293563842773
14,-0.6826625359810401,-0.07893819074694798,0.25142081969670044,0.017969388027335997,-0.003524649157145313,-0.5772363055836071,-0.44770910895683547,0.22562031312422318,0.020835738121108574,-0.3717868309468031,48.015803813934326,1.7280168533325195
15,-0.678824774294256,-0.0719382214211972,0.2535108363377714,0.017421350918849495,0.004356071605373209,-0.5962817885658958,-0.42987228455868637,0.2342117875814438,0.020905609242618084,-0.35148896209218283,42.69672513008118,1.8439879417419434
16,-0.6805119172574203,-0.06347912373227964,0.2479443403883515,0.01718912070408185,0.009630979291189497,-0.5991526517001066,-0.41730467636476865,0.23765890029343692,0.019875324415889652,-0.33851518685167487,42.7896466255188,1.9238579273223877
17,-0.6840960792152682,-0.07748943499820395,0.24470341094186374,0.015858617498078077,-0.007688722921378702,-0.607395513491197,-0.4099521752108227,0.2214490608735518,0.01887733751738613,-0.3410898609594865,45.88765263557434,1.8158550262451172
18,-0.6887188561817753,-0.07443839914783418,0.253666524296609,0.015869736403801314,-0.0006072854919132785,-0.6089297912337563,-0.33326223073527217,0.2028540244156664,0.018637242811647328,-0.27409095046195114,45.19539976119995,1.6800813674926758
19,-0.697999868019719,-0.09153246640110231,0.23801184327245872,0.014371437059767614,-0.02795509189785084,-0.6234357248653065,-0.3595666819654236,0.20507502962242474,0.016607387076047333,-0.3027653548527848,42.81546711921692,1.736837387084961
20,-0.6892836756534247,-0.0616071093653407,0.23648416052494092,0.013598690146719602,0.0013052929610571015,-0.6027522412213412,-0.23082059063017368,0.18661266497590326,0.015232071280479431,-0.1825574091212316,39.94861936569214,1.7557716369628906
