experiment,fold,date,selection,n_valid,n_max,score_std,score_spread,spar_thresh,pi_support,pi_pr,cap_budget,deficit,cap_sum,cap_at_max,book_n,book_pr
full_musigma,f3_2022_2026,2022-01-04,sparsemax,113,165,0.049509698312087874,0.12109071599830568,0.008849557522123894,34,20.16357648072842,1.7791610956192017,0.0,1.77916111855302,6,15.0,11.07352518665673
full_musigma,f3_2022_2026,2022-02-07,sparsemax,119,165,0.06973524732986432,0.1199738452164065,0.008403361344537815,26,17.459685409219464,1.51763916015625,0.0,1.5176393035799265,6,13.0,10.99605343735659
full_musigma,f3_2022_2026,2022-03-01,sparsemax,119,165,0.06754171372979224,0.08989312781506226,0.008403361344537815,24,14.278673606171935,1.2302207946777344,0.0,1.2302207523025572,5,13.0,11.974623455336538
full_musigma,f3_2022_2026,2022-04-01,sparsemax,119,165,0.07727373347464345,0.11085274007891407,0.008403361344537815,19,13.82575117039577,1.2158993482589722,0.0,1.2158993082121015,5,13.0,11.115746886679245
full_musigma,f3_2022_2026,2022-05-05,sparsemax,119,165,0.0660492164134987,0.0948444766720303,0.008403361344537815,25,17.683197919767117,1.5759917497634888,0.0,1.5759917211253196,7,14.0,10.604035331162349
full_musigma,f3_2022_2026,2022-06-01,sparsemax,118,165,0.05963245564698075,0.10034799389541149,0.00847457627118644,28,16.753571084352885,1.4423425197601318,0.0,1.4423425752902403,4,15.0,12.047268973374463
full_musigma,f3_2022_2026,2022-07-01,sparsemax,117,165,0.04896645245675334,0.07596242316385621,0.008547008547008548,27,20.732033683098095,1.828731894493103,0.0,1.8287318227812648,8,19.0,10.986869127362624
full_musigma,f3_2022_2026,2022-08-01,sparsemax,119,165,0.06488885453098565,0.11675940106521135,0.008403361344537815,30,18.250816367800077,1.5716440677642822,0.0,1.5716441194526851,7,12.0,10.592435139584666
full_musigma,f3_2022_2026,2022-09-01,sparsemax,119,165,0.0731238286463068,0.11879380000363879,0.008403361344537815,26,19.233313857772856,1.6921006441116333,0.0,1.6921006888151169,6,17.0,10.919477271163288
full_musigma,f3_2022_2026,2022-10-10,sparsemax,119,165,0.07691480249570165,0.1033534284587167,0.008403361344537815,25,16.7736390078223,1.4667707681655884,0.0,1.4667708777124062,7,12.0,10.234647864962716
full_musigma,f3_2022_2026,2022-11-01,sparsemax,119,165,0.06898020871012835,0.12516391765670615,0.008403361344537815,26,16.55345323663112,1.4454240798950195,0.0,1.445424004457891,5,16.0,10.842720571028392
full_musigma,f3_2022_2026,2022-12-01,sparsemax,119,165,0.069286020129689,0.11729720360090753,0.008403361344537815,24,17.923044812970634,1.605839729309082,0.0,1.605839709751308,5,15.0,11.183240625887734
full_musigma,f3_2022_2026,2023-01-03,sparsemax,118,165,0.05856964841648575,0.08823203671155339,0.00847457627118644,20,14.61391908720067,1.275638222694397,0.0,1.2756382375955582,6,12.0,10.557090514668351
full_musigma,f3_2022_2026,2023-02-01,sparsemax,119,165,0.06452226705205001,0.1166884022287461,0.008403361344537815,31,18.21172961531967,1.5685529708862305,0.0,1.5685528822941706,7,13.0,10.90327078469469
full_musigma,f3_2022_2026,2023-03-01,sparsemax,119,165,0.07292106230787786,0.11894975320882156,0.008403361344537815,28,18.824816972043866,1.6588460206985474,0.0,1.6588460239581764,7,14.0,10.553202776249016
full_musigma,f3_2022_2026,2023-04-03,sparsemax,119,165,0.06572054532097299,0.10984259702953972,0.008403361344537815,26,18.40729850827218,1.6120065450668335,0.0,1.6120064752176404,7,14.0,10.983139370020602
full_musigma,f3_2022_2026,2023-05-04,sparsemax,118,165,0.07439215747447536,0.11372009551121018,0.00847457627118644,25,17.495331139651704,1.5579485893249512,0.0,1.5579486368224025,7,14.0,11.157446329383124
full_musigma,f3_2022_2026,2023-06-01,sparsemax,119,165,0.06727244989294077,0.09551016804801316,0.008403361344537815,22,15.060630620409624,1.323723316192627,0.0,1.3237233269028366,6,15.0,10.964220400366786
full_musigma,f3_2022_2026,2023-07-03,sparsemax,118,165,0.05342757945108606,0.09011854272398909,0.00847457627118644,26,17.583094492026806,1.5320223569869995,0.0,1.5320224065799266,6,13.0,10.525553832314838
full_musigma,f3_2022_2026,2023-08-01,sparsemax,119,165,0.06140403247986863,0.0911898342188166,0.008403361344537815,26,16.586487299260728,1.4548635482788086,0.0,1.4548636704857927,6,18.0,11.450313331891856
full_musigma,f3_2022_2026,2023-09-01,sparsemax,119,165,0.07120445338708643,0.11369295374435537,0.008403361344537815,21,15.623338099985517,1.3565388917922974,0.0,1.3565389467403293,4,15.0,12.070321755261883
full_musigma,f3_2022_2026,2023-10-09,sparsemax,119,165,0.07159930798111967,0.10645515227518162,0.008403361344537815,24,18.256836188668338,1.6195018291473389,0.0,1.6195018189027905,7,12.0,10.711143089394326
full_musigma,f3_2022_2026,2023-11-01,sparsemax,119,165,0.07084501803422374,0.10543337232675873,0.008403361344537815,24,17.039577372261373,1.5153478384017944,0.0,1.515347870066762,9,12.0,10.269695273432564
full_musigma,f3_2022_2026,2023-12-01,sparsemax,119,165,0.07495535046796088,0.10865360237031924,0.008403361344537815,26,19.81632459929792,1.787930965423584,0.0,1.7879309467971325,6,14.0,10.970487093021646
full_musigma,f3_2022_2026,2024-01-02,sparsemax,117,165,0.06169559035457372,0.09305048784893802,0.008547008547008548,29,17.7894939153822,1.5739165544509888,0.0,1.5739165631966898,8,11.0,10.546783752632468
full_musigma,f3_2022_2026,2024-02-01,sparsemax,120,165,0.09106735760828515,0.11241131198282042,0.008333333333333333,30,20.126142339713287,1.7522590160369873,0.0,1.7522591182496399,9,12.0,10.059018650665235
full_musigma,f3_2022_2026,2024-03-01,sparsemax,119,165,0.06216719947962898,0.093514434241948,0.008403361344537815,23,17.7476822466806,1.5886528491973877,0.0,1.5886528205592185,8,15.0,10.735052162802722
full_musigma,f3_2022_2026,2024-04-01,sparsemax,119,165,0.07654767385059756,0.11571409396764612,0.008403361344537815,27,17.704541734982598,1.510403037071228,0.0,1.510402960702777,5,19.0,11.826840406343582
full_musigma,f3_2022_2026,2024-05-06,sparsemax,120,165,0.06918907342054331,0.10438029700890183,0.008333333333333333,22,17.768296255652903,1.5557959079742432,0.0,1.5557959899306297,8,15.0,10.349940348906092
full_musigma,f3_2022_2026,2024-06-03,sparsemax,120,165,0.07089361853318017,0.10125014698132873,0.008333333333333333,26,16.2933019803645,1.4181010723114014,0.0,1.4181010778993368,7,15.0,10.51811000428167
full_musigma,f3_2022_2026,2024-07-01,sparsemax,119,165,0.06333766561356231,0.09540363920836889,0.008403361344537815,25,19.07628284196462,1.7033023834228516,0.0,1.703302236739546,9,14.0,10.428107715024318
full_musigma,f3_2022_2026,2024-08-01,sparsemax,119,165,0.06378927586637709,0.11182001586846946,0.008403361344537815,27,19.733638620271808,1.7519807815551758,0.0,1.75198083370924,9,15.0,10.317268174291039
full_musigma,f3_2022_2026,2024-09-02,sparsemax,120,165,0.07388049498020446,0.09809115268290042,0.008333333333333333,26,20.135218397462005,1.8025031089782715,0.0,1.8025030666030943,9,16.0,10.379768420495585
full_musigma,f3_2022_2026,2024-10-08,sparsemax,119,165,0.05179479591987149,0.08860585725858433,0.008403361344537815,37,21.998710829514604,1.8900119066238403,0.0,1.890011939132819,8,16.0,10.88878429956949
full_musigma,f3_2022_2026,2024-11-01,sparsemax,119,165,0.05483552832759762,0.0949059332869634,0.008403361344537815,30,16.903814515737633,1.4242972135543823,0.0,1.4242972719948739,5,17.0,11.966647494589512
full_musigma,f3_2022_2026,2024-12-02,sparsemax,119,165,0.05902706625913957,0.11403993060107992,0.008403361344537815,32,16.28533954425355,1.4341564178466797,0.0,1.434156496601645,7,11.0,10.465080881307587
full_musigma,f3_2022_2026,2025-01-02,sparsemax,117,165,0.05622428758271528,0.09067127668959463,0.008547008547008548,28,19.550923246002725,1.7398262023925781,0.0,1.7398261728230864,10,14.0,11.415752105016638
full_musigma,f3_2022_2026,2025-02-05,sparsemax,118,165,0.05023299597716294,0.09674366727723913,0.00847457627118644,27,18.831621308474816,1.6386374235153198,0.0,1.6386373550631106,6,17.0,11.03657107100843
full_musigma,f3_2022_2026,2025-03-03,sparsemax,119,165,0.05776996645507892,0.09697230867728465,0.008403361344537815,28,18.161659934629053,1.5976037979125977,0.0,1.5976037679356523,6,15.0,10.87297867839406
full_musigma,f3_2022_2026,2025-04-01,sparsemax,120,165,0.08354659999119579,0.12126719060664376,0.008333333333333333,30,19.67703371374324,1.7317872047424316,0.0,1.7317871800623834,10,13.0,10.890493404754347
full_musigma,f3_2022_2026,2025-05-06,sparsemax,120,165,0.05615656437451211,0.08529273197054862,0.008333333333333333,26,15.815698443521292,1.3524993658065796,0.0,1.352499278029427,5,13.0,11.161198301072716
full_musigma,f3_2022_2026,2025-06-03,sparsemax,118,165,0.07060538497510611,0.10596979526266204,0.00847457627118644,25,17.435378924694632,1.5333263874053955,0.0,1.5333263280335814,7,13.0,10.793560989369722
full_musigma,f3_2022_2026,2025-07-01,sparsemax,118,165,0.05697804541177898,0.09385763740135453,0.00847457627118644,26,19.047774224721696,1.7011984586715698,0.0,1.7011985769495368,7,16.0,11.213321612827613
full_musigma,f3_2022_2026,2025-08-01,sparsemax,120,165,0.05849009900730662,0.10318267627929648,0.008333333333333333,20,14.356004366135375,1.2532997131347656,0.0,1.2532996812369674,8,12.0,10.431015723125919
full_musigma,f3_2022_2026,2025-09-01,sparsemax,119,165,0.06292191750097151,0.10215785673686437,0.008403361344537815,29,15.053352144775335,1.3163843154907227,0.0,1.3163844133960083,8,11.0,10.717524267684402
full_musigma,f3_2022_2026,2025-10-09,sparsemax,120,165,0.06317929000214259,0.10513039839764435,0.008333333333333333,26,15.141547029277442,1.299323558807373,0.0,1.2993235664907843,5,15.0,11.574740220475865
full_musigma,f3_2022_2026,2025-11-03,sparsemax,120,165,0.06785303391514412,0.11336562552799781,0.008333333333333333,24,16.680737427050385,1.4468501806259155,0.0,1.446850216249004,7,16.0,11.191152842191322
full_musigma,f3_2022_2026,2025-12-01,sparsemax,120,165,0.06419891285456146,0.09206356167172391,0.008333333333333333,25,18.06561236592348,1.6142264604568481,0.0,1.6142264362424612,5,16.0,11.299940998047914
full_musigma,f3_2022_2026,2026-01-05,sparsemax,119,165,0.04523806689535526,0.09697657795388157,0.008403361344537815,32,20.72071331779714,1.7823539972305298,0.0,1.7823540025856346,8,13.0,10.988500967910333
full_musigma,f3_2022_2026,2026-02-02,sparsemax,120,165,0.0600621439843984,0.11981919761747123,0.008333333333333333,30,21.50637626811025,1.8936033248901367,0.0,1.8936033262871206,8,17.0,11.35076356434031
full_musigma,f3_2022_2026,2026-03-02,sparsemax,120,165,0.07159411121424285,0.11778662748013932,0.008333333333333333,29,16.852128014605164,1.456319808959961,0.0,1.456319784221705,7,12.0,10.83730869844335
full_musigma,f3_2022_2026,2026-04-01,sparsemax,120,165,0.07709481189706463,0.11595934346939127,0.008333333333333333,26,17.69207667051284,1.5413861274719238,0.0,1.5413860536646098,8,13.0,10.968437867477714
full_musigma,f3_2022_2026,2026-05-06,sparsemax,120,165,0.058692787760858144,0.09108573359747726,0.008333333333333333,25,16.05298061546201,1.388517141342163,0.0,1.3885171060974244,6,15.0,11.912231942618702
full_musigma,f3_2022_2026,2026-06-01,sparsemax,120,165,0.06517845758078523,0.11469152548039954,0.008333333333333333,27,17.249023718655277,1.503277063369751,0.0,1.5032769804820418,6,16.0,11.295932772505594
full_musigma,f3_2022_2026,2026-07-01,sparsemax,119,165,0.054053235587060454,0.10256604321238375,0.008403361344537815,29,17.886709011064955,1.5778945684432983,0.0,1.5778945547062904,7,13.0,10.825143414070606
