epoch,train_L_pred,train_L_sparse,train_L_decision,train_L_tail,train_L_turnover,train_L_total,val_L_pred,val_L_sparse,val_L_decision,val_L_tail,val_L_turnover,val_L_total,seconds_train,seconds_val
0,-0.5667550128614791,0.9127022456899981,-0.045701308236849085,0.3379250045552432,0.013411018142267783,0.17126693009947228,-0.3406161801381545,0.9025541760704734,-0.19325734945860776,0.20085236701098355,0.010314251973547718,-0.026323116638443687,97.96097707748413,1.9253764152526855
1,-0.5079286118695147,0.5870340485996175,-0.09503393475767051,0.23916669405787905,0.013995037198710803,0.046454997093495085,-0.3165427202528173,0.32765696807341144,-0.2548561060631817,0.21274008737369018,0.017915861173109573,-0.12945877117189494,42.831948041915894,1.74452805519104
2,-0.4864979477982237,0.2430090287299914,-0.042571122470860166,0.2500432814671614,0.015812344788182005,0.07391396427753373,-0.3621430734003132,0.2003877271305431,-0.19316556440158325,0.19461846622553738,0.013320509513670748,-0.09871135381135074,36.347434997558594,1.8473553657531738
3,-0.49582720856904705,0.18292608759670614,-0.08532392615713527,0.24332414845996927,0.016786168401225286,0.021834199725885257,-0.37002976272593846,0.1637878715991974,-0.2103710477663712,0.21524026515808972,0.01782267883589322,-0.10555243102664297,36.205265283584595,1.817495584487915
4,-0.4849369559332589,0.1570359803388052,-0.09291223586301937,0.25784255494581204,0.01957737874222275,0.022796320807293196,-0.37450452893972397,0.1445509445938197,-0.22901641780679877,0.1927462707866322,0.01567369242283431,-0.1399649398570711,36.2920184135437,1.895815134048462
5,-0.49621599637598635,0.1380194248718636,-0.10037431717093025,0.261434667996157,0.017599295119746266,0.012122658072648762,-0.45188557695258746,0.15754411030899396,-0.26874054087833926,0.22013343531977048,0.016409954310140827,-0.17169802280312235,35.57603216171265,1.8623955249786377
6,-0.5370266925996152,0.1467842323897041,-0.08510147622638495,0.30224689722896736,0.01764544985631359,0.04464317664121077,-0.4690703112970699,0.1360961063341661,-0.3159127431836995,0.2379418374462561,0.017409200272099537,-0.21283003823323685,36.75640058517456,1.9107608795166016
7,-0.5677833879697267,0.12098712327881395,-0.11162533262901217,0.2855969280283028,0.018351517944100584,0.004845023259659794,-0.4937820691954006,0.11817841841415926,-0.23048845475370233,0.21261688254096292,0.01596516641703519,-0.14577520300041547,32.812793016433716,1.7651066780090332
8,-0.6180781775951673,0.10683480587518104,-0.10588521437249451,0.26518579816149773,0.017025715401657274,-0.0073909337815141005,-0.5036959756504406,0.0895985879681327,-0.2109144584021785,0.18990992178971117,0.014556822028349747,-0.1428124193440784,32.69663405418396,1.811746597290039
9,-0.6397589514049414,0.09010824397484833,-0.11118716136857032,0.26172025379872765,0.017205649192627764,-0.018086453516767406,-0.5597962953827598,0.08957245742732828,-0.2208326370878653,0.19278483228249985,0.014987731860442595,-0.15647486292503096,32.22048830986023,1.9608283042907715
10,-0.6719859550907233,0.08745696928317302,-0.10248554751242155,0.2583829000870758,0.01693138961079661,-0.014815605663320172,-0.5823490836403586,0.0786210759119554,-0.20377013087272644,0.18968246944926,0.014150492169640282,-0.1451512063768777,33.59783697128296,1.840446949005127
11,-0.6814052016935616,0.07743032238333025,-0.10266929439260303,0.2670867846947964,0.01705675380234824,-0.012466638026950515,-0.6040473526174371,0.0784478560090065,-0.19376188381151718,0.19238572296771136,0.015036516738208857,-0.13509246063503352,30.39039945602417,1.873654842376709
12,-0.6897431495033692,0.0850541890711985,-0.10788767407082508,0.25911782298968217,0.016099218305235155,-0.02269843299046298,-0.6239613917740908,0.08651634373448112,-0.21714545854113318,0.19830450889739124,0.015866451473398643,-0.15587125041268088,32.672510385513306,1.9217431545257568
