date,turnover,traded_notional,cost,n_holdings,eff_holdings,hhi,top5_weight,max_weight
2018-01-02,0.5,1.0,0.0015,12.0,10.827465391858537,0.09235771843260077,0.4997467407020022,0.09994963713518898
2018-02-01,0.4855998699268509,0.9711997398537018,0.0014567996097805526,16.0,11.969666856869555,0.08354451397501395,0.5001308461378047,0.10002677721621224
2018-03-01,0.48731936110985674,0.9746387222197135,0.0014619580833295702,14.0,10.639725614529139,0.09398738616289543,0.4997590110522253,0.09995203760014293
2018-04-02,0.6806998671785573,1.3613997343571147,0.002042099601535672,11.0,10.129149283351282,0.09872497403544483,0.4997533288832,0.09997899083829692
2018-05-02,0.282705307051885,0.56541061410377,0.0008481159211556551,14.0,11.77270638795451,0.08494223562928324,0.5000007783585713,0.10000015567171426
2018-06-01,0.6970519161489453,1.3941038322978907,0.002091155748446836,10.0,10.009995033975638,0.09990014946119641,0.4997545896567383,0.09995180428550182
2018-07-02,0.3070518914424535,0.614103782884907,0.0009211556743273604,12.0,10.44978136832133,0.09569578202195834,0.4997711276137676,0.09995902141251473
2018-08-01,0.4698206570194783,0.9396413140389566,0.001409461971058435,15.0,12.254309397438682,0.08160394580938307,0.488553976068782,0.09998214035390267
2018-09-03,0.5027463680733196,1.0054927361466393,0.0015082391042199588,18.0,13.176308748756146,0.07589378930532428,0.48361761293698535,0.099996941071121
2018-10-08,0.7134612238140166,1.426922447628033,0.0021403836714420496,12.0,10.308670983862566,0.0970057150495368,0.49977845362307016,0.09995596186920015
2018-11-01,0.669705484590081,1.339410969180162,0.0020091164537702428,14.0,11.369990940198546,0.08795081766200052,0.49999843503729746,0.09999970935911101
2018-12-03,0.5317317400438277,1.0634634800876555,0.0015951952201314831,15.0,10.515297368647106,0.09509954544715454,0.49982021000613985,0.09996546928856345
2019-01-02,0.5039756068675907,1.0079512137351814,0.0015119268206027722,17.0,11.984161697401655,0.08344346690656008,0.5000004074198358,0.10000008148396715
2019-02-01,0.4788155414361278,0.9576310828722556,0.0014364466243083835,17.0,11.43648717222273,0.08743943703524881,0.49999155267349205,0.09999833288630537
2019-03-01,0.6251460109569155,1.250292021913831,0.0018754380328707464,14.0,10.790221474567964,0.09267650366185273,0.49975393394495865,0.0999542669657516
2019-04-01,0.6140177521262395,1.228035504252479,0.0018420532563787188,14.0,10.993685461602482,0.0909613071515179,0.499878196292753,0.09997577185850837
2019-05-06,0.5718688185720376,1.1437376371440753,0.001715606455716113,13.0,11.195083949502045,0.08932492194884166,0.4998342889003593,0.09996739113364386
2019-06-03,0.2907583158977611,0.5815166317955222,0.0008722749476932833,16.0,12.39928081030452,0.0806498389139588,0.4966141957031767,0.10009517974177264
2019-07-01,0.38596962451835704,0.7719392490367141,0.0011579088735550712,17.0,12.272883306095025,0.08148044555295123,0.49977668859734187,0.09996610879672875
2019-08-01,0.42782467211790476,0.8556493442358095,0.0012834740163537143,16.0,11.535818989964703,0.08668651968879931,0.5001290902639624,0.10002642010696412
2019-09-02,0.5461233906048204,1.0922467812096408,0.0016383701718144612,17.0,12.091733953175286,0.08270112490668885,0.4996718011747328,0.09993562348388454
2019-10-08,0.5062407076393005,1.012481415278601,0.0015187221229179017,13.0,10.721860591012337,0.09326739435861121,0.49973059708682266,0.09995126310910814
2019-11-01,0.4042316478685199,0.8084632957370398,0.0012126949436055596,13.0,11.033154571895158,0.09063590956545717,0.5003469704173814,0.1000699470226858
2019-12-02,0.31046247697834245,0.6209249539566849,0.0009313874309350273,13.0,11.403734059133097,0.08769057528127058,0.4999983127744923,0.09999967298568635
