epoch,train_L_pred,train_L_sparse,train_L_decision,train_L_turnover,train_L_total,val_L_pred,val_L_sparse,val_L_decision,val_L_turnover,val_L_total,seconds_train,seconds_val
0,-0.4265198844978698,0.8045028182397406,-0.027248078306396323,0.0037662066822220764,0.014316417680806425,-1.0732673785903237,0.560953828421506,-0.20841908167031678,0.007125334390862422,-0.25252510039982473,41.570879220962524,1.8664534091949463
1,-0.478166051388505,0.3922251599380769,-0.0743936938850815,0.007954427955604821,-0.0750333567609988,-1.0785740939053623,0.2860849459062923,-0.1737065962092443,0.009843348567797379,-0.24311216683550316,71.1577537059784,1.8918366432189941
2,-0.4931313580810934,0.2410887688039297,-0.1123987316912747,0.011529658012181879,-0.1260733256587781,-1.0740226669745012,0.2302486232735894,-0.17296630889177322,0.010773180983960629,-0.24657053364948792,43.47421407699585,2.159308433532715
3,-0.4723491092852081,0.2242239724440747,-0.12457418340785675,0.012994453560628266,-0.1363922461575593,-1.073561890558763,0.21715584261850876,-0.11906178566542538,0.013546537734906782,-0.191155855120583,40.154059648513794,1.7355868816375732
4,-0.48770800515650264,0.21600221312907805,-0.13353108373436942,0.017043643507612758,-0.1436580094587372,-1.0553474588827654,0.20696896043690768,-0.15950480865483935,0.016183127479797058,-0.2281595299189741,38.34319043159485,1.769883394241333
5,-0.4937417024230383,0.19030065080487585,-0.11286819898186767,0.017583221707672597,-0.12562908121126604,-1.0418360829353333,0.18604752827774396,-0.16020458327098328,0.01718921900134195,-0.22859422252936798,32.35627317428589,1.8158035278320312
6,-0.5021095505006701,0.1772173159273274,-0.13426647684256354,0.017394198127180696,-0.1493615041071751,-1.0218014608729968,0.1716521829366684,-0.17603730274872345,0.01460847453298894,-0.24644376168196852,32.7564799785614,1.8748116493225098
