n_days,total_return,ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,downside_dev,var_95,cvar_95,skew,kurtosis,omega,hit_ratio,alpha,beta,r2,info_ratio,bench_ann_return,bench_sharpe,bench_max_drawdown,excess_ann_return,turnover_mean,rebalances_per_year,turnover_ann,holdings_mean,total_return_gross,ann_return_gross,ann_vol_gross,sharpe_gross,sortino_gross,max_drawdown_gross,calmar_gross,downside_dev_gross,var_95_gross,cvar_95_gross,skew_gross,kurtosis_gross,omega_gross,hit_ratio_gross,cost_drag_ann,hhi_mean,top5_weight_mean,max_weight_mean,mkt_ann_return_mkt_up,mkt_hit_mkt_up,mkt_n_mkt_up,mkt_ann_return_mkt_down,mkt_hit_mkt_down,mkt_n_mkt_down,experiment,group,fold,index,test_start,test_end,n_rebalances,n_max,max_universe,max_investable,cost_bps,cost_total,eff_holdings_mean,seconds
487,0.09517850877360656,0.04816974096831772,0.19126439833740233,0.2518489660754496,0.24806677779420316,-0.26695264504283045,0.18044301812626454,0.13431335124598712,0.016928024388537896,0.027599888212237335,-0.1642472619681915,6.126112979328265,1.0622015095457071,0.5215605749486653,0.04161139780104286,0.8018726224781743,0.7547010273883284,0.3462810985843996,0.008177342554688272,0.03946353342530782,-0.32461968881054737,0.03999239841362945,0.6397223574530533,12.41889117043121,7.944642336501162,15.833333333333334,0.14674875936729692,0.07342594192587226,0.1913589782287127,0.38370784901512905,0.3768516124773108,-0.2609116862560428,0.28142067141376154,0.13389938613752572,0.016928024388537896,0.027599888212237335,-0.17911674746048833,6.123102004656356,1.085638891930452,0.5277207392197125,0.025256200957554542,0.08603329773357384,0.4985287125140947,0.10001355808668722,5.940382563926457,0.8589211618257261,241.0,-0.8355000242524306,0.1910569105691057,246.0,mu016_gru,mu_sweep,f1_2018_2019,csi300,2018-01-02,2019-12-02,24,155,120,155,15.0,0.046060009736619834,11.653219646510609,578.7276668548584
486,0.19418796397870008,0.09638634226362619,0.24579834568675488,0.3921358461316124,0.36728627052510865,-0.22524058082740783,0.42792618412524386,0.1781626565915842,0.024843300321462352,0.03668646826039515,-0.5453077176958222,5.22120296382151,1.0869160900823256,0.5390946502057613,0.03638883679800996,0.7858397246098282,0.44085202260506906,0.068539135397482,0.09170040551591607,0.44154997104554616,-0.1818968999378775,0.004685936747710118,0.6624837493592989,12.444444444444445,8.244242214249052,18.916666666666668,0.25248501151374625,0.1238202962988404,0.24584292679431966,0.5036561267529676,0.4717279600138307,-0.22033989808381316,0.5619513187382046,0.17740202514529468,0.02430005237987446,0.03664499363797209,-0.545754931230896,5.241410832505185,1.1055397358107943,0.5432098765432098,0.027433954035214203,0.08779055644578708,0.5005699898083544,0.10090216523185969,4.738348601957703,0.7642585551330798,263.0,-0.8443305506886861,0.273542600896861,223.0,mu016_gru,mu_sweep,f2_2020_2021,csi300,2020-01-02,2021-12-01,24,155,120,155,15.0,0.047698829953869516,11.413628982603143,521.3804359436035
1108,0.10821858451994903,0.02364522701662697,0.22700062367399756,0.10416370948206993,0.10545384303707885,-0.35452248589011004,0.06669598673624383,0.15840677861580904,0.0227881430013942,0.03278823626692831,0.0007826207440303157,5.475607498195536,1.0389208040036804,0.5009025270758123,0.05044021621708589,0.9149111187594553,0.5394566647395432,0.3265737384089959,-0.017857859494066486,-0.09799478744727774,-0.35103348516332844,0.041503086510693454,0.729289256583184,12.509025270758121,9.122697740291452,36.2,0.2504641527988627,0.05214979733433611,0.22657816136443668,0.23016250560201365,0.23417006225116505,-0.3380833243901641,0.1542513149041116,0.15704610615085118,0.02262290298785188,0.03263053551478224,0.01186487938339702,5.423081511051028,1.0614110208464718,0.5027075812274369,0.028504570317709144,0.06701545837576513,0.47814381723285215,0.09990346564030185,6.0882300211325635,0.7504621072088724,541.0,-0.8384535365553051,0.26278659611992944,567.0,mu016_gru,mu_sweep,f3_2022_2026,csi300,2022-01-04,2026-07-01,55,165,120,165,15.0,0.12033272733622537,15.174051917841906,683.0686807632446
487,-0.024080105329292723,-0.012533609659407086,0.17817562495157868,-0.07034413188006632,-0.06933196955810869,-0.2802359720073503,-0.04472519915850897,0.1276971732443775,0.01671158679277291,0.02672097905207785,-0.12025748631353853,6.242925435602058,1.0032537690226315,0.5010266940451745,-0.018592140697630755,0.7383571763217023,0.737341817997329,-0.24794782140721808,0.008177342554688272,0.03946353342530782,-0.32461968881054737,-0.020710952214095357,0.5516587118169888,12.41889117043121,6.850989505275458,17.5,0.01542897820038025,0.007954287432589968,0.17827429452199833,0.044618252193439144,0.04377712966938533,-0.2724037145627648,0.029200363311335145,0.12728829447458798,0.016456514782409885,0.026680612408804885,-0.1307265776785019,6.234224675160161,1.0240598344222434,0.5092402464065708,0.020487897091997054,0.08747762184615522,0.5000124706171553,0.10000848714599013,4.47590838285952,0.8215767634854771,241.0,-0.8156220088361515,0.18699186991869918,246.0,mu016_lstm,mu_sweep,f1_2018_2019,csi300,2018-01-02,2019-12-02,24,155,120,155,15.0,0.0397194272508232,11.44845704178536,577.1776976585388
486,-0.16029349903379553,-0.0866048279194368,0.18978611668725384,-0.4563285736129572,-0.48119726083858305,-0.24558667871868145,-0.35264464820032965,0.13214522283672137,0.017436076914967655,0.024951084263726133,0.22273331012429406,9.692113350992074,0.9350348700769091,0.4609053497942387,-0.15177238766618245,0.7236172198378154,0.6270060023556647,-1.4071743878927805,0.09170040551591607,0.44154997104554616,-0.1818968999378775,-0.17830523343535287,0.4750560016469953,12.444444444444445,5.911808020495942,16.291666666666668,-0.13115493429078295,-0.07030504963626338,0.19007349630404494,-0.3698834977171261,-0.3911590959650549,-0.2355904603214214,-0.29842061321305036,0.13171499038370682,0.017436076914967655,0.024888838666293954,0.22160911643224138,9.64956612731465,0.950591752229157,0.46296296296296297,0.016299778283173416,0.08776726339722446,0.500015564962041,0.10000516276679888,2.9039954937879857,0.6844106463878327,263.0,-0.8353161322729477,0.19730941704035873,223.0,mu016_lstm,mu_sweep,f2_2020_2021,csi300,2020-01-02,2021-12-01,24,155,120,155,15.0,0.03420403211858365,11.428149067683497,697.5447170734406
1108,0.2866793775070404,0.05900396566229338,0.15247650913132996,0.38697085864861,0.4047919875862162,-0.32948846469627613,0.17907748520629846,0.10279102892042291,0.0134960852429448,0.0203898037793395,0.37416218841455595,11.4144391019733,1.0842420673949713,0.5027075812274369,0.06975412088785893,0.5753341903055312,0.47281074630818226,0.5209411015575574,-0.017857859494066486,-0.09799478744727774,-0.35103348516332844,0.07686182515635986,0.5756976273872932,12.509025270758121,7.201416169303144,16.509090909090908,0.4150996115279024,0.08216757972334321,0.15223439596226082,0.5397438548888301,0.5635757182776963,-0.3189134811837794,0.25764849895446323,0.10197130673709284,0.013435365845799423,0.020279897294132126,0.3877797464176054,11.245004471221632,1.112088239902211,0.5108303249097473,0.02316361406104983,0.08454677876328916,0.49722710496503963,0.0999855043999637,2.1499590860502074,0.7245841035120147,541.0,-0.6257183525564995,0.291005291005291,567.0,mu016_lstm,mu_sweep,f3_2022_2026,csi300,2022-01-04,2026-07-01,55,165,120,165,15.0,0.09499010851890338,11.86888020001509,1128.3686413764954
487,-0.14461487405820772,-0.0776477512442556,0.247294607953751,-0.3139888568002149,-0.3064708292797383,-0.43785759788988354,-0.17733562605389155,0.17970423032068392,0.02444308511048137,0.03516897228065069,-0.25539354453295365,4.327052771446815,0.9673736516395418,0.49691991786447637,-0.08137903637068856,1.0541109423255468,0.7801458372190072,-0.6848298880251139,0.008177342554688272,0.03946353342530782,-0.32461968881054737,-0.08582509379894387,0.775474458781261,12.41889117043121,9.630532909053525,28.25,-0.09565508392005229,-0.05069686537093865,0.24770113077784892,-0.2046694950957095,-0.20038842231405513,-0.4227070476471828,-0.1199338067655152,0.17907663041575858,0.02444308511048137,0.03516897228065069,-0.2580442023825258,4.322665298808553,0.9860772242279239,0.4989733059548255,0.026950885873316954,0.059856408662956107,0.4209882291033138,0.09691867454582864,12.162609452402013,0.8589211618257261,241.0,-0.9317793332940919,0.14227642276422764,246.0,mu016_rnn,mu_sweep,f1_2018_2019,csi300,2018-01-02,2019-12-02,24,155,120,155,15.0,0.05583416103225079,16.952465136521592,536.3164806365967
486,0.05157872264619279,0.02642063078411816,0.2678476892618283,0.0986405029549883,0.09350602150662848,-0.20200227371812518,0.1307937296833877,0.1964804750584596,0.026299395335014058,0.040675008391550804,-0.6239672152650038,6.2859124246052245,1.0416735908618975,0.5164609053497943,-0.0589564257058303,1.107057973586952,0.7367967671727325,-0.3393986207242395,0.09170040551591607,0.44154997104554616,-0.1818968999378775,-0.06527977473179791,0.8192289666477027,12.444444444444445,10.194849362726968,21.333333333333332,0.11536462579766504,0.05824572664502625,0.2680197121316154,0.21731881652206145,0.205518245158792,-0.18650778191716988,0.31229649533279963,0.19581210785986747,0.02580434947778011,0.04057565861731301,-0.6300286954906735,6.292252902560085,1.062732495424176,0.522633744855967,0.03182509586090809,0.07429283973542221,0.48429795571095785,0.10002691856937458,10.212543735141516,0.7870722433460076,263.0,-0.938808610879227,0.19730941704035873,223.0,mu016_rnn,mu_sweep,f2_2020_2021,csi300,2020-01-02,2021-12-01,24,155,120,155,15.0,0.058984485598634596,13.523514804257369,652.5547637939453
1108,0.020080998001434036,0.0045321458858007535,0.1973262975938071,0.022967774397359343,0.024846841802002317,-0.3941964785601171,0.01149717496806501,0.1317427501348764,0.016383705849379048,0.025647599097795664,0.3275802355743008,8.327945197790681,1.022026517400475,0.47833935018050544,0.025152116721480638,0.846946059651202,0.6117787977385087,0.2012559445057927,-0.017857859494066486,-0.09799478744727774,-0.35103348516332844,0.02239000537986724,0.5184887830089265,12.509025270758121,6.485789289263286,10.10909090909091,0.11162794842178925,0.024360616750141784,0.19688336382837662,0.12373120956718797,0.13450138453411864,-0.370461387279703,0.06575750560408394,0.13070119273456735,0.016299836583196597,0.025474716228769734,0.33958309293361877,8.276914857367004,1.0403932167740495,0.47924187725631767,0.01982847086434103,0.09974465750825076,0.5001649157682813,0.10027304578609454,4.679150219794911,0.7707948243992606,541.0,-0.8076278412584532,0.19929453262786595,567.0,mu016_rnn,mu_sweep,f3_2022_2026,csi300,2022-01-04,2026-07-01,55,165,120,165,15.0,0.08555064919647289,10.026199114006923,1033.282763004303
487,0.17131772325863204,0.08526548685092283,0.1801272944034461,0.473362391487137,0.4732287342742781,-0.24577136077313533,0.3469301166038993,0.12489516246866603,0.015998567832000835,0.025591891792156297,-0.09438260825256324,5.834541244315776,1.0994899293525189,0.5195071868583162,0.07650378071034958,0.7280285863169721,0.7014072645817034,0.603589291035154,0.008177342554688272,0.03946353342530782,-0.32461968881054737,0.07708814429623456,0.5228651386731564,12.41889117043121,6.493405253994353,13.416666666666666,0.21609186724869978,0.10653760619940078,0.1804706323539254,0.5903320934259667,0.589551586247212,-0.23925581178537347,0.44528743274571436,0.12472704520436927,0.015998567832000835,0.025591891792156297,-0.10554114443312926,5.803063347827687,1.1197893164720807,0.5236139630390144,0.021272119348477947,0.09388236799962568,0.49990129493202945,0.09999055447254875,5.0916036094653405,0.8298755186721992,241.0,-0.7997521313441809,0.21544715447154472,246.0,mu018_gru,mu_sweep,f1_2018_2019,csi300,2018-01-02,2019-12-02,24,155,120,155,15.0,0.037646289984467264,10.66323099220552,366.1514220237732
